name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Patriot PSD24G667SK 4 GB,,"2,667","2,2",,Blue,14.993,5
Transcend JM1333KSN-4G 4 GB,,"3,1333","1,4",,Green,13.503,9
Samsung MV-2S1G4 1 GB,,"2,800","1,1",,Black,15,6
Mushkin Essentials 2 GB,,"2,667","2,1",,Green,11.994,4
Mushkin Redline 8 GB,,"3,1600","2,4",,Red,8.75,7
G.Skill Sniper Gaming 12 GB,,"3,1600","3,4",,Black / Red,8.75,7
Crucial Ballistix Sport 12 GB,,"3,1600","3,4",,Black / Silver,12.5,10
Mushkin Blackline 12 GB,,"3,2000","3,4",,Black,9,9
Kingston KVR1333D3SOK2/4GR 4 GB,,"3,1333","2,2",,Green,13.503,9
Patriot Signature 4 GB,,"3,1066","1,4",,Green,13.133,7
G.Skill F2-5300CL5D-4GBSK 4 GB,,"2,667","2,2",,Black / Silver,14.993,5
Crucial CT2KIT51264AC667 8 GB,,"2,667","2,4",,Green,14.993,5
Wintec AMPX 6 GB,,"3,1600","3,2",,Black / Silver,10,8
G.Skill F2-6400CL5S-1GBSK 1 GB,,"2,800","1,1",,Blue / Silver,12.5,5
Wintec AMPO 2 GB,,"2,800","1,2",,Green,15,6
Wintec AMPO 4 GB,,"3,1333","2,2",,Green,13.503,9
Wintec AMPO 2 GB,,"2,667","1,2",,Green,14.993,5
Wintec AMPO 4 GB,,"2,800","2,2",,Green,12.5,5
Transcend aXeRAM 8 GB,,"3,2000","2,4",,Black / White,9,9
Mushkin Silverline 4 GB,,"3,1600","1,4",,Gray / Silver,11.25,9
PNY XLR8 8 GB,,"3,1600","2,4",,Black / Silver,11.25,9
Mushkin Radioactive 8 GB,,"3,1600","2,4",,Black / Yellow,11.25,9
Mushkin Radioactive 12 GB,,"3,1600","3,4",,Black / Yellow,11.25,9
Mushkin Radioactive 8 GB,,"3,1600","2,4",,Black / Yellow,8.75,7
Mushkin Silverline 8 GB,,"3,1600","2,4",,Gray / Silver,11.25,9
Mushkin Silverline 12 GB,,"3,1600","3,4",,Gray / Silver,11.25,9
Crucial Ballistix Tracer 2 GB,,"3,1333","2,1",,Green / Silver,10.503,7
Mushkin Radioactive 12 GB,,"3,1600","3,4",,Black / Yellow,8.75,7
Mushkin 991555 2 GB,,"2,667","1,2",,Silver,14.993,5
Mushkin Redline 8 GB,,"3,1866","2,4",,Red,9.646,9
Patriot Gamer 2 8 GB,,"3,1333","2,4",,Green,13.503,9
Patriot Gamer 2 8 GB,,"3,1333","2,4",,Green,10.503,7
Mushkin Essentials 4 GB,,"3,1333","2,2",,Green,13.503,9
Patriot Gamer 2 8 GB,,"3,1600","2,4",,Green,11.25,9
Patriot Gamer 2 4 GB,,"3,1600","2,2",,Green,10,8
Patriot Gamer 2 4 GB,,"3,1333","2,2",,Green,13.503,9
Corsair Vengeance 8 GB,,"3,1600","2,4",,Black / Red,11.25,9
Patriot Gamer 2 4 GB,,"3,1333","2,2",,Green,10.503,7
Patriot Gamer 2 4 GB,,"3,1600","2,2",,Green,11.25,9
Samsung MV-3T2G4D/US 4 GB,,"3,1333","2,2",,Black,13.503,9
G.Skill F3-12800CL9S-4GBSQ 4 GB,,"3,1600","1,4",,Green,11.25,9
PNY MN4096SD3-1333 4 GB,,"3,1333","1,4",,Green,13.503,9
PNY MN8192KD3-1333 8 GB,,"3,1333","2,4",,Green,13.503,9
Wintec AMPO 4 GB,,"3,1333","1,4",,Green,13.503,9
Wintec One 8 GB,,"3,1600","2,4",,Black,11.25,9
Mushkin Ridgeback 12 GB,,"3,2000","3,4",,Black,9,9
Corsair Vengeance 4 GB,,"3,1600","2,2",,Black / Blue,11.25,9
Mushkin 991647 4 GB,14.73,"3,1333","1,4",3.683,Green,13.503,9
Mushkin Essentials 2 GB,16.84,"3,1333","1,2",8.42,Green,13.503,9
Patriot PSD38G1333SK 8 GB,,"3,1333","2,4",,Green,13.503,9
G.Skill Ripjaws X 4 GB,,"3,1866","2,2",,Black / Blue,9.646,9
Mushkin 991556 2 GB,17.2,"2,667","1,2",8.6,Green,14.993,5
Mushkin Silverline 2 GB,,"3,1333","1,2",,Gray / Silver,13.503,9
Mushkin 991741 4 GB,,"2,800","1,4",,Green,15,6
Samsung MV-3T2G4/US 2 GB,,"3,1333","1,2",,Black,13.503,9
Samsung MV-3T4G4D/US 8 GB,,"3,1333","2,4",,Black,13.503,9
ADATA Supreme 2 GB,,"2,800","1,2",,Green,15,6
G.Skill Sniper Gaming + Turbulence 24 GB,,"3,1600","6,4",,Black / Red,8.75,7
Transcend JetRam 4 GB,,"3,1600","1,4",,Green,13.75,11
Mushkin Blackline 6 GB,,"3,1600","3,2",,Black / Silver,8.75,7
Wintec AMPO 4 GB,,"3,1333","2,2",,Green,13.503,9
Mushkin Redline 6 GB,,"3,1600","3,2",,Red / Silver,8.75,7
Mushkin Blackline 4 GB,,"3,1600","2,2",,Black / Silver,10,8
Mushkin Blackline 6 GB,,"3,1600","3,2",,Black / Silver,10,8
Mushkin Blackline 8 GB,,"3,1600","2,4",,Black / Silver,10,8
Mushkin Blackline 12 GB,,"3,1600","3,4",,Black / Red,10,8
Mushkin Redline 4 GB,,"3,1600","2,2",,Red / Silver,8.75,7
Wintec One 8 GB,,"3,1333","2,4",,Black / Silver,13.503,9
ADATA XPG Gaming 8 GB,,"3,1600","2,4",,Black / Silver,11.25,9
Wintec One 6 GB,,"3,1866","3,2",,Black / Silver,9.646,9
Wintec One 4 GB,,"3,1866","2,2",,Black / Silver,9.646,9
Wintec Value 8 GB,,"3,1333","2,4",,Green,13.503,9
Wintec Value 4 GB,,"3,1333","1,4",,Green,13.503,9
Kingston Value 6 GB,,"3,1333","3,2",,Green,13.503,9
Crucial Ballistix Elite 2 GB,,"3,1600","1,2",,Black / Silver,10,8
Crucial Ballistix Elite 4 GB,,"3,1600","2,2",,Black / Silver,10,8
Crucial Ballistix Elite 2 GB,,"3,2133","1,2",,Black / Silver,8.439,9
Samsung MV-3T2G3D/US 4 GB,,"3,1600","2,2",,Black,13.75,11
Samsung MV-3T4G3/US 4 GB,,"3,1600","1,4",,Black,13.75,11
Crucial Ballistix Elite 6 GB,,"3,1600","3,2",,Black / Silver,10,8
Crucial Ballistix Elite 4 GB,,"3,2000","1,4",,Black / Silver,9,9
Crucial CT51264BD1339 4 GB,26.11,"3,1333","1,4",6.527,Green,13.503,9
Crucial Ballistix 8 GB,,"3,1600","2,4",,Black / Red,12.5,10
Crucial Ballistix 4 GB,,"3,1600","1,4",,Black / Red,12.5,10
Crucial CT25664BD1339 2 GB,,"3,1333","1,2",,Green,13.503,9
Crucial CT25664BD160B 2 GB,,"3,1600","1,2",,Green,13.75,11
Samsung MV-3V2G3/US 2 GB,,"3,1600","1,2",,Black,13.75,11
Crucial CT3KIT25664BD1339 6 GB,,"3,1333","3,2",,Green,13.503,9
Kingston Blu 4 GB,,"3,1600","1,4",,Blue / Silver,11.25,9
Wintec One 4 GB,,"3,1600","2,2",,Black / Silver,11.25,9
Kingston KVR1333D3S8N9/2GKC 2 GB,,"3,1333","1,2",,Green,13.503,9
"Patriot Gamer 2 Series, Division 2 Editi 16 GB",,"3,1333","4,4",,Black / Blue,13.503,9
OCZ Gold 4 GB,,"3,1600","2,2",,Black / Gold,10,8
ADATA XPG Gaming Series v2.0 8 GB,,"3,1866","2,4",,Black / Green,9.646,9
Patriot Signature 8 GB,,"3,1333","1,8",,Green,13.503,9
G.Skill F3-12800CL9S-4GBSK 4 GB,,"3,1600","1,4",,Black / White,11.25,9
G.Skill F3-12800CL9D-8GBSK 8 GB,,"3,1600","2,4",,Black / Silver,11.25,9
Wintec 3VH13339S9-8GK 8 GB,,"3,1333","2,4",,Green,13.503,9
ADATA XPG Gaming 8 GB,,"3,1600","2,4",,Green,11.25,9
Kingston T1 8 GB,,"3,1866","2,4",,Blue,9.646,9
Crucial CT2KIT51264BD1339 8 GB,,"3,1333","2,4",,Green,13.503,9
Corsair CMSO8GX3M1A1333C9 8 GB,,"3,1333","1,8",,Green,13.503,9
Mushkin Essentials 12 GB,,"3,1333","3,4",,Green,13.503,9
GeIL EVO CORSA 8 GB,,"3,1866","2,4",,Black / Yellow,9.646,9
GeIL Value PLUS 2 GB,,"3,1333","1,2",,Black / Silver,13.503,9
GeIL Value PLUS 2 GB,,"3,1600","1,2",,Black / Silver,11.25,9
GeIL Value PLUS 4 GB,,"3,1333","2,2",,Black / Silver,13.503,9
GeIL EVO CORSA 16 GB,,"3,1866","4,4",,Black / Yellow,9.646,9
GeIL Enhance CORSA 16 GB,,"3,1333","4,4",,Black / Orange,13.503,9
GeIL Enhance CORSA 16 GB,,"3,1600","4,4",,Black / Orange,11.25,9
GeIL Enhance CORSA 4 GB,,"3,1600","2,2",,Black / Orange,11.25,9
GeIL Enhance CORSA 8 GB,,"3,1600","2,4",,Black / Orange,11.25,9
GeIL Evo Two 8 GB,,"3,1866","2,4",,Black / Red,9.646,9
GeIL Black Dragon 8 GB,,"3,1333","2,4",,Black / Gold,13.503,9
Mushkin Blackline 8 GB,,"3,2133","2,4",,Black,9.376,10
GeIL Black Dragon 8 GB,,"3,1600","2,4",,Black / Gold,11.25,9
Crucial CT3KIT51264BD160B 12 GB,,"3,1600","3,4",,Green,13.75,11
GeIL Pristine 2 GB,,"3,1333","1,2",,Green,13.503,9
Crucial CT3KIT102464BA1339 24 GB,,"3,1333","3,8",,Green,13.503,9
GeIL Pristine 4 GB,,"3,1333","1,4",,Green,13.503,9
GeIL Pristine 4 GB,,"3,1333","2,2",,Green,13.503,9
GeIL GS38GB1333C9DC 8 GB,,"3,1333","2,4",,Green,13.503,9
GeIL GS34GB1333C9DC 4 GB,,"3,1333","2,2",,Green,13.503,9
GeIL GS34GB1066C7DC 4 GB,,"3,1066","2,2",,Green,13.133,7
GeIL GS38GB1066C7DC 8 GB,,"3,1066","2,4",,Green,13.133,7
Crucial CT2KIT102464BF1339 16 GB,69.98,"3,1333","2,8",4.374,Green,13.503,9
Crucial Ballistix Elite 8 GB,,"3,1866","2,4",,Black / Silver,9.646,9
Crucial Ballistix 4 GB,,"3,1600","2,2",,Black / Yellow,10,8
Wintec Value 2 GB,,"3,1333","1,2",,Green,13.503,9
Wintec Value 2 GB,,"2,800","2,1",,Green,15,6
Crucial Ballistix 8 GB,,"3,1866","2,4",,Black / Orange,9.646,9
Kingston KVR1333D3N9/4GKC 4 GB,,"3,1333","1,4",,Green,13.503,9
Patriot Signature 16 GB,,"3,1333","2,8",,Green,13.503,9
Wintec Value 2 GB,,"2,800","1,2",,Green,15,6
Crucial CT102464BF1339 8 GB,,"3,1333","1,8",,Green,13.503,9
GeIL EVO CORSA 8 GB,,"3,1600","2,4",,Black / Yellow,8.75,7
Crucial Ballistix 4 GB,,"3,1866","1,4",,Black / Orange,9.646,9
Kingston KVR1333D3S8S9/2GKC 2 GB,,"3,1333","1,2",,Green,13.503,9
Kingston KVR1333D3S9/4GKC 4 GB,,"3,1333","1,4",,Green,13.503,9
G.Skill Ripjaws X 8 GB,,"3,1600","4,2",,Black / Blue,8.75,7
GeIL EVO CORSA 16 GB,,"3,1333","2,8",,Black / Yellow,13.503,9
Corsair Vengeance LP 16 GB,,"3,1600","4,4",,Black / Yellow,11.25,9
G.Skill Ripjaws Z 32 GB,,"3,1866","8,4",,Black / Red,9.646,9
G.Skill Ripjaws Z 16 GB,,"3,2133","4,4",,Black / Blue,8.439,9
G.Skill Ripjaws Z 32 GB,,"3,2133","8,4",,Black / Red,10.314,11
GeIL EVO CORSA 16 GB,,"3,2400","4,4",,Black / Yellow,9.167,11
GeIL EVO CORSA 8 GB,,"3,2133","2,4",,Black / Yellow,8.439,9
GeIL EVO CORSA 32 GB,,"3,1333","4,8",,Black / Yellow,13.503,9
Mushkin Redline 16 GB,,"3,2133","4,4",,Red,8.439,9
Mushkin Redline 16 GB,,"3,1866","4,4",,Red,9.646,9
Mushkin Blackline 8 GB,,"3,1600","4,2",,Black / Silver,11.25,9
G.Skill Ripjaws Z 16 GB,,"3,2400","4,4",,Black / Blue,9.167,11
Crucial CT51264BF1339 4 GB,20,"3,1333","1,4",5,Green,13.503,9
Crucial Ballistix Elite 8 GB,,"3,2000","2,4",,Black / Silver,9,9
G.Skill Ripjaws X 8 GB,,"3,1333","4,2",,Black / Blue,10.503,7
Kingston Value 6 GB,,"3,1066","3,2",,Green,13.133,7
Corsair Dominator 32 GB,,"3,1600","4,8",,Black / Blue,11.25,9
Corsair Vengeance 8 GB,,"3,1866","2,4",,Black / Gold,10.718,10
Corsair Vengeance 16 GB,,"3,1600","4,4",,Black / Silver,11.25,9
ADATA XPG Plus 8 GB,,"3,1333","2,4",,Red / Silver,12.003,8
AMD Entertainment Edition 4 GB,,"3,1333","1,4",,Black / Red,13.503,9
AMD Entertainment Edition 2 GB,,"3,1600","1,2",,Black / Red,11.25,9
Corsair Vengeance 8 GB,,"3,1600","4,2",,Black / Gold,11.25,9
Corsair Vengeance 8 GB,,"3,1600","4,2",,Black / Red,10,8
G.Skill F3-12800CL11D-8GBSA 8 GB,,"3,1600","2,4",,Green,13.75,11
Corsair Vengeance 8 GB,,"3,1866","2,4",,Black / Red,9.646,9
G.Skill Ripjaws X 8 GB,,"3,1866","4,2",,Black / Red,9.646,9
G.Skill Sniper Gaming 16 GB,,"3,2133","4,4",,Black / Red,10.314,11
GeIL GS38GB1333C9SC 8 GB,,"3,1333","1,8",,Green,13.503,9
GeIL GS316GB1333C9DC 16 GB,,"3,1333","2,8",,Green,13.503,9
AMD Entertainment Edition 2 GB,,"3,1333","1,2",,Black / Red,13.503,9
Mushkin Blackline 16 GB,,"3,1600","4,4",,Black / Red,10,8
Mushkin Redline 16 GB,,"3,2133","4,4",,Red,8.439,9
GeIL EVO CORSA 16 GB,,"3,2400","4,4",,Black / Yellow,8.333,10
GeIL EVO CORSA 8 GB,,"3,2133","2,4",,Black / Yellow,8.439,9
AMD Entertainment Edition 4 GB,,"3,1600","1,4",,Black / Red,11.25,9
Pareema MD313C81609L2 8 GB,,"3,1333","2,4",,Blue,13.503,9
Pareema MD313C81609S1 4 GB,,"3,1333","1,4",,Blue,13.503,9
Pareema MD313C80809L1 2 GB,,"3,1333","1,2",,Blue,13.503,9
Crucial Ballistix Elite 2 GB,,"3,1866","1,2",,Black / Silver,9.646,9
Crucial Ballistix Elite 2 GB,,"3,1600","1,2",,Black / Silver,10,8
Mushkin Redline 8 GB,,"3,2133","4,2",,Red / Silver,8.439,9
Mushkin Essentials 4 GB,22.39,"3,1600","1,4",5.598,Green,13.75,11
Mushkin Essentials 8 GB,,"3,1333","1,8",,Green,13.503,9
Mushkin Essentials 8 GB,,"3,1600","2,4",,Green,13.75,11
G.Skill Ripjaws Z 8 GB,,"3,2133","4,2",,Black / Blue,8.439,9
Pareema MD313D81609L1 8 GB,,"3,1333","1,8",,Green,13.503,9
Pareema MD313C80809S1 2 GB,,"3,1333","1,2",,Blue,13.503,9
Pareema MD313C81609S2 8 GB,,"3,1333","2,4",,Black,13.503,9
Pareema MD316C81611L2 8 GB,,"3,1600","2,4",,Green,13.75,11
Pareema MD316C81611L1 4 GB,,"3,1600","1,4",,Green,13.75,11
Pareema MD313D81609L2 16 GB,,"3,1333","2,8",,Green,13.503,9
Pareema MD316C81609L1 4 GB,,"3,1600","1,4",,Green,11.25,9
Pareema MD316C81609L2 8 GB,,"3,1600","2,4",,Green,11.25,9
Crucial Ballistix 2 GB,,"3,1600","1,2",,Black / Yellow,10,8
Mushkin Silverline 16 GB,,"3,1333","4,4",,Gray / Silver,13.503,9
ADATA Premier 4 GB,,"2,800","1,4",,Green,15,6
Mushkin Redline 16 GB,,"3,1600","4,4",,Red,8.75,7
Mushkin Blackline 16 GB,,"3,1600","4,4",,Black,11.25,9
Mushkin Redline 16 GB,,"3,1600","4,4",,Red,8.75,7
Mushkin Essentials 2 GB,16.23,"3,1600","1,2",8.115,Green,13.75,11
Mushkin Redline 16 GB,,"3,1600","4,4",,Red,8.75,7
Mushkin Essentials 8 GB,21.27,"3,1600","2,4",2.659,Green,13.75,11
Mushkin Blackline 16 GB,,"3,2133","4,4",,Black,9.376,10
GeIL EVO CORSA 8 GB,,"3,2400","2,4",,Black / Yellow,8.333,10
GeIL EVO CORSA 16 GB,,"3,1600","2,8",,Black / Yellow,11.25,9
GeIL EVO CORSA 8 GB,,"3,2400","2,4",,Black / Yellow,9.167,11
GeIL EVO CORSA 16 GB,,"3,1600","2,8",,Black / Yellow,12.5,10
GeIL EVO CORSA 32 GB,,"3,1600","4,8",,Black / Yellow,12.5,10
GeIL Evo Two 16 GB,,"3,1333","2,8",,Black / Red,13.503,9
GeIL Evo Two 8 GB,,"3,2400","2,4",,Black / Red,8.333,10
G.Skill Sniper 8 GB,,"3,2133","2,4",,Black / Red,10.314,11
G.Skill Ripjaws Z 16 GB,,"3,2400","4,4",,Black / Blue,7.5,9
GeIL Evo Two 16 GB,,"3,1600","2,8",,Black / Red,12.5,10
GeIL Evo Two 16 GB,,"3,1600","2,8",,Black / Red,11.25,9
Corsair Vengeance 16 GB,,"3,1600","4,4",,Black / Yellow,11.25,9
G.Skill Ripjaws Z 8 GB,,"3,1600","4,2",,Black / Red,11.25,9
Crucial Ballistix 4 GB,,"3,1333","1,4",,Black / Yellow,10.503,7
Mushkin Essentials 8 GB,,"3,1333","1,8",,Green,13.503,9
G.Skill Sniper Gaming 16 GB,,"3,1600","4,4",,Black / Red,11.25,9
G.Skill F3-10600CL9D-16GBSQ 16 GB,,"3,1333","2,8",,Green,13.503,9
GeIL Black Dragon 16 GB,,"3,1600","2,8",,Black / Gold,12.5,10
GeIL Black Dragon 16 GB,,"3,1333","2,8",,Black / Gold,13.503,9
Crucial Ballistix 6 GB,,"3,1600","3,2",,Black / Yellow,10,8
Mushkin Redline 16 GB,,"3,1600","4,4",,Red / Silver,8.75,7
Kingston KHX1600C9D3K8/32GX 32 GB,,"3,1600","8,4",,Blue / Silver,11.25,9
Corsair Vengeance 8 GB,,"3,1600","2,4",,Black / Red,11.25,9
Corsair Dominator 16 GB,,"3,1600","4,4",,Black / Blue,11.25,9
Mushkin Silverline 32 GB,,"3,1333","4,8",,Gray / Silver,13.503,9
Mushkin Essentials 16 GB,,"3,1333","2,8",,Green,13.503,9
G.Skill F3-10600CL9S-8GBSQ 8 GB,,"3,1333","1,8",,Green,13.503,9
Mushkin Blackline 16 GB,,"3,1600","4,4",,Black,10,8
Mushkin Blackline 12 GB,,"3,1600","3,4",,Black,10,8
Mushkin Blackline 12 GB,,"3,1600","3,4",,Black,10,8
Mushkin Blackline 16 GB,,"3,1600","4,4",,Black,10,8
Mushkin Blackline 8 GB,,"3,1600","2,4",,Black,10,8
Mushkin Blackline 8 GB,,"3,1600","2,4",,Gray / Silver,10,8
Wintec Value 4 GB,,"2,800","2,2",,Green,15,6
Crucial Ballistix Smart Tracer 2 GB,,"3,1600","1,2",,Black / Silver,10,8
Crucial Ballistix Elite 4 GB,,"3,1866","2,2",,Black / Silver,9.646,9
Crucial Ballistix Sport 8 GB,,"3,1333","2,4",,Black / Silver,13.503,9
Mushkin Essentials 24 GB,,"3,1333","3,8",,Green,13.503,9
Mushkin Essentials 8 GB,16.96,"3,1066","1,8",2.12,Green,13.133,7
Crucial Ballistix Smart Tracer 4 GB,,"3,1600","2,2",,Black / Silver,10,8
Crucial Ballistix Smart Tracer 4 GB,,"3,1600","1,4",,Black / Silver,10,8
Crucial Ballistix Smart Tracer 6 GB,,"3,1600","3,2",,Black / Silver,10,8
Crucial Ballistix Smart Tracer 4 GB,,"3,1600","2,2",,Black / Silver,10,8
AMD Entertainment Edition 2 GB,,"3,1333","1,2",,Black,13.503,9
AMD Performance Edition 8 GB,,"3,1333","2,4",,Black / Red,12.003,8
AMD Performance Edition 4 GB,,"3,1333","2,2",,Black / Red,12.003,8
AMD Performance Edition 4 GB,,"3,1600","2,2",,Black / Red,10,8
Crucial Ballistix Sport 6 GB,,"3,1333","3,2",,Black / Silver,13.503,9
Crucial Ballistix Sport 12 GB,,"3,1600","3,4",,Black / Silver,11.25,9
Crucial Ballistix Sport 4 GB,,"3,1333","2,2",,Black / Silver,13.503,9
Wintec Value 4 GB,,"3,1333","2,2",,Green,13.503,9
Crucial Ballistix Smart Tracer 8 GB,,"3,1600","2,4",,Black / Silver,10,8
Crucial Ballistix Smart Tracer 12 GB,,"3,1600","3,4",,Black / Silver,10,8
Wintec Value 2 GB,,"2,667","1,2",,Green,14.993,5
G.Skill Ripjaws 4 GB,,"3,2000","2,2",,,9,9
Kingston LoVo 4 GB,,"3,1600","2,2",,Green / Silver,11.25,9
Kingston Blu 8 GB,,"3,1333","2,4",,Red / Silver,13.503,9
Kingston Blu 4 GB,,"3,1333","1,4",,Red / Silver,13.503,9
Kingston Blu 4 GB,,"3,1600","1,4",,Red / Silver,11.25,9
Kingston KHX2133C11D3K4/8GX 8 GB,,"3,2133","4,2",,Blue / Silver,10.314,11
Crucial Ballistix Sport 12 GB,,"3,1333","3,4",,Orange / White,13.503,9
AMD Entertainment Edition 4 GB,,"3,1600","1,4",,Blue,11.25,9
Corsair Vengeance 16 GB,,"3,2133","4,4",,Black / Red,8.439,9
AMD Entertainment Edition 4 GB,,"3,1333","1,4",,Blue,13.503,9
Kingston KVR1333D3S9/8G 8 GB,,"3,1333","1,8",,Green,13.503,9
Crucial Ballistix 6 GB,,"3,1333","3,2",,,10.503,7
Corsair Vengeance LP 4 GB,,"3,1600","1,4",,Black / Yellow,8.75,7
Kingston T1 Black 8 GB,,"3,1866","2,4",,Black,9.646,9
Crucial Ballistix 8 GB,,"3,1866","2,4",,Orange / White,9.646,9
Crucial Ballistix Smart Tracer 12 GB,,"3,1600","3,4",,,10,8
Wintec Value 2 GB,,"2,800","1,2",,Green,12.5,5
Crucial Ballistix Elite 4 GB,,"3,1600","2,2",,Black / Silver,10,8
Corsair Vengeance 8 GB,,"3,1600","2,4",,Black / Gold,11.25,9
GeIL Black Dragon 32 GB,,"3,1333","4,8",,Black / Gold,13.503,9
Kingston T1 6 GB,,"3,1866","3,2",,Blue,9.646,9
GeIL Evo Two 32 GB,,"3,1333","4,8",,Black / Red,13.503,9
Crucial Ballistix Smart Tracer 2 GB,,"3,1600","1,2",,,10,8
Crucial Ballistix Smart Tracer 6 GB,,"3,1600","3,2",,,10,8
Corsair Vengeance LP 4 GB,,"3,1600","1,4",,Black / Yellow,11.25,9
Patriot Viper Xtreme Division 4 16 GB,,"3,1866","4,4",,Black / Silver,9.646,9
Patriot Viper Xtreme Division 4 16 GB,,"3,1600","4,4",,Black / Silver,10,8
Patriot G2 Series Division 4 32 GB,,"3,1333","4,8",,Black / Blue,13.503,9
Corsair Vengeance 8 GB,,"3,1600","1,8",,Black / Gold,11.25,9
Kingston KHX2133C11D3K4/16GX 16 GB,,"3,2133","4,4",,Blue / Silver,10.314,11
Crucial Ballistix 2 GB,,"2,800","1,2",,Orange / White,12.5,5
"Patriot Gamer 2 Series, Division 2 Editi 32 GB",,"3,1333","4,8",,,13.503,9
Kingston KHX1866C9D3K2/8G 8 GB,,"3,1866","2,4",,Blue / Silver,9.646,9
GeIL EVO CORSA 8 GB,,"3,1600","1,8",,Black / Yellow,12.5,10
GeIL EVO CORSA 64 GB,,"3,1333","8,8",,Black / Yellow,13.503,9
GeIL EVO CORSA 64 GB,,"3,1600","8,8",,,12.5,10
G.Skill Ares 8 GB,,"3,1333","2,4",,Black / Orange,13.503,9
G.Skill Ares 16 GB,,"3,1600","4,4",,Black / Blue,10,8
G.Skill Ares 16 GB,,"3,1333","2,8",,Black / Orange,13.503,9
G.Skill Ares 32 GB,,"3,1333","4,8",,Black / Orange,13.503,9
G.Skill Ares 16 GB,,"3,1333","4,4",,Black / Orange,13.503,9
G.Skill Ares 16 GB,,"3,2133","4,4",,Black / Blue,8.439,9
"Patriot Gamer 2 Series, Division 4 Editi 16 GB",,"3,1866","4,4",,Black / Blue,9.646,9
Crucial Ballistix 12 GB,,"3,1333","3,4",,Orange / White,10.503,7
Crucial Ballistix Tactical Tracer 8 GB,,"3,1600","2,4",,Black / Silver,10,8
Crucial Ballistix 4 GB,,"3,1600","1,4",,Black / Yellow,10,8
G.Skill F3-1333C9S-8GSA 8 GB,67,"3,1333","1,8",8.375,Green,13.503,9
Crucial Ballistix 4 GB,,"3,1866","2,2",,Black / Orange,9.646,9
Crucial Ballistix Tactical Tracer 4 GB,,"3,1866","1,4",,Black / Silver,9.646,9
"Patriot Gamer 2, Division 4 Edition 32 GB",,"3,1600","4,8",,Black / Blue,11.25,9
GeIL EVO CORSA 32 GB,,"3,1866","8,4",,Black / Yellow,9.646,9
Corsair Dominator GT 32 GB,,"3,1866","4,8",,Black / Red,9.646,9
G.Skill Ripjaws Z 32 GB,,"3,2133","4,8",,Black / Red,10.314,11
G.Skill Ripjaws X + Turbulence II 8 GB,,"3,2400","2,4",,Black / Red,9.167,11
Crucial Ballistix Sport 6 GB,,"3,1600","3,2",,Orange / White,11.25,9
G.Skill Trident + Turbulence II 8 GB,,"3,2400","2,4",,,8.333,10
G.Skill Ripjaws X 16 GB,,"3,2133","4,4",,Black / Blue,8.439,9
PNY MD16384K4D3-1866-X9 16 GB,,"3,1866","4,4",,Black / Silver,9.646,9
PNY MD8192KD3-2133-X10 8 GB,,"3,2133","2,4",,Black / Silver,9.376,10
G.Skill Ripjaws X 8 GB,,"3,1866","4,2",,,8.574,8
G.Skill Ripjaws Z 64 GB,,"3,2133","8,8",,Black / Red,10.314,11
PNY MD16384K4D3-2133-X10 16 GB,,"3,2133","4,4",,Black / Red,9.376,10
Mushkin Blackline 32 GB,,"3,1600","4,8",,Black,12.5,10
Mushkin Redline 8 GB,,"3,1600","2,4",,,8.75,7
Mushkin Redline 12 GB,,"3,1600","3,4",,,8.75,7
Mushkin Blackline 32 GB,,"3,1600","4,8",,Black,11.25,9
Mushkin Redline 16 GB,,"3,1600","4,4",,,8.75,7
Mushkin Redline 16 GB,,"3,1866","4,4",,,9.646,9
Mushkin Redline 12 GB,,"3,1866","3,4",,,9.646,9
Crucial Ballistix Tactical Tracer 8 GB,,"3,1866","2,4",,Black / Silver,9.646,9
GeIL EVO CORSA 32 GB,,"3,2133","8,4",,,9.376,10
GeIL EVO CORSA 32 GB,,"3,1600","8,4",,,11.25,9
GeIL Value PLUS 8 GB,,"3,1333","1,8",,Black / Silver,13.503,9
GeIL Value PLUS 16 GB,,"3,1333","2,8",,Black / Silver,13.503,9
GeIL Value PLUS 16 GB,,"3,1600","2,8",,Black / Silver,12.5,10
GeIL Value PLUS 8 GB,,"3,1600","1,8",,Black / Silver,12.5,10
GeIL EVO CORSA 16 GB,,"3,2400","2,8",,,9.167,11
Patriot Gamer 2 8 GB,,"3,1600","1,8",,Black / Blue,11.25,9
Crucial Ballistix Tactical Tracer 8 GB,,"3,1866","2,4",,Black / Silver,9.646,9
Wintec Value 8 GB,,"3,1333","1,8",,,13.503,9
Crucial Ballistix 2 GB,,"3,1866","1,2",,Black / Yellow,9.646,9
Mushkin Redline 8 GB,,"3,1866","2,4",,,9.646,9
Mushkin Redline 16 GB,,"3,1866","4,4",,,9.646,9
Mushkin Redline 12 GB,,"3,1866","3,4",,,9.646,9
Mushkin Redline 8 GB,,"3,1600","2,4",,,8.75,7
Mushkin Redline 16 GB,,"3,1600","4,4",,,8.75,7
Mushkin Redline 12 GB,,"3,1600","3,4",,,8.75,7
Mushkin Redline 8 GB,,"3,1866","2,4",,,9.646,9
GeIL EVO CORSA 32 GB,,"3,1600","4,8",,Black / Yellow,11.25,9
ADATA Premier 16 GB,,"3,1600","2,8",,Black / Red,13.75,11
G.Skill F3-1600C10S-8GSQ 8 GB,,"3,1600","1,8",,Green,12.5,10
