name,price,tracking_method,connection_type,max_dpi,hand_orientation,color
Mionix Castor Ice Cream,,Optical,Wired,5000,Right,Blue
Mionix Avior Ice Cream,,Optical,Wired,5000,Both,Blue
Zowie EC1-B CS:GO,,Optical,Wired,3200,Right,Black / Gold
Zowie EC2-B CS:GO,,Optical,Wired,3200,Right,Black / Gold
IOGEAR Kaliber Gaming KORONA RGB,,Optical,Wired,5000,Right,Black
SteelSeries Rival 310 PUBG Edition,109.38,Optical,Wired,12000,Right,Black / Blue
ROCCAT Lua,,Optical,Wired,2000,Both,Black / Blue
Logitech M187,26.55,Optical,Wireless,1000,Both,Blue / Black
Logitech M325c Blu Trance,,Optical,Wireless,1000,Both,Blue / Black
Logitech M325c Lady Lily,,Optical,Wireless,1000,Both,White / Multicolor
Logitech M325c Floral Spiral,,Optical,Wireless,1000,Both,White / Pink
Logitech M325c Natural Jewelry,,Optical,Wireless,1000,Both,Purple / Multicolor
Logitech M325c Skate Burger,29.99,Optical,Wireless,1000,Both,Blue / White
Logitech M325c Bae-Bee-Blue,18,Optical,Wireless,1000,Both,Blue / White
Logitech M325c Dark Fleur,,Optical,Wireless,1000,Both,White / Black
Logitech M317C Blue Trance,,Optical,Wireless,1000,Both,Blue / Black
Logitech M317c Lady on the Lily,,Optical,Wireless,1000,Both,White / Multicolor
Logitech M317c Dark Fleur,,Optical,Wireless,1000,Both,White / Black
Patriot Viper 550,,Optical,Wired,10000,Both,Black
Patriot Viper 551,39.99,Optical,Wired,10000,Both,Black
Logitech M325c Himalayan Fern,17.8,Optical,Wireless,1000,Both,Silver / Black
Logitech M325c Urban Grey,,Optical,Wireless,1000,Both,Gray / White
Logitech M325c Blue Camo,,Optical,Wireless,1000,Both,Blue / Black
Logitech M325c Summer Bouquet,,Optical,Wireless,1000,Both,White / Pink
Logitech M325c Urban Sunset,,Optical,Wireless,1000,Both,Orange / Red
Adesso IMOUSE W4,26.99,Optical,Wired,1000,Both,Black
Adesso IMOUSE X3,,Optical,Wired,6400,Right,Black / Gold
Adesso iMouse E10,39.99,Optical,Wireless,1600,Right,Black
Adesso iMouse E30,41.39,Optical,Wireless,4800,Right,Black
Adesso iMouse E55,,Optical,Wireless,1000,Right,Black
Adesso iMouse E9,,Optical,Wireless,2400,Left,Black
Adesso iMouse S200B,15.61,Optical,Wireless,2000,Right,Black
Adesso iMouse S5,12.99,Optical,Wired,1000,Both,Black
Adesso iMouse S70G,,Optical,Wireless,1000,Both,Green / Black
Adesso iMouse S70L,,Optical,Wireless,1000,Both,Blue
Adesso iMouse V10,24.99,Optical,Wireless,1600,Right,Black
Adesso iMouse V10,25.21,Optical,Wireless,1600,Right,Black / Yellow
Adesso iMouse M20R,18.64,Optical,Wireless,1600,Right,Red / Black
Adesso iMouse S60R,14.29,Optical,Wireless,1600,Right,Red / Black
Adesso iMouse S100B,,Optical,Wireless,1200,Both,Black
Adesso iMouse T30,29.99,Optical,Wireless,4800,Right,Black / Red
Adesso iMouse S70P,,Optical,Wireless,1000,Both,Pink / Black
Adesso iMouse S50,12.99,Optical,Wireless,1200,Both,Black
Adesso iMouse M40,,Optical,Wireless,1200,Both,Black
Adesso iMouse S80L,24.16,Optical,Wireless,1600,Right,Blue / Black
Acco Kensington K72392US,,Optical,Wireless,1000,Both,Black
Acco Kensington K72337US,,Optical,Wired,,Both,Black / Blue
Acco KENSINGTON K64327F,,Optical,Wired,,Both,Silver / Black
ADATA XPG INFAREX M10,,Optical,Wired,3200,Right,Black
Microsoft Sculpt Ergonomic,,Laser,Wireless,1000,Right,Black / Blue
Fellowes Penguin Medium,124.78,Laser,Wired,1200,Both,Black / Silver
Fellowes Penguin Small,,Laser,Wireless,1200,Both,Black / Silver
Microsoft Surface Precision,,Optical,Bluetooth Wireless,,Right,Gray
Microsoft KTF-00001,59.9,Optical,Bluetooth Wireless,,Both,Black
Microsoft L2 Basic,,Optical,Wired,800,Both,White / Gray
Evoluent VM4SW small,106.09,Optical,Wireless,2600,Right,Brown / Black
Evoluent VMCRWG Vertical Mouse C,,Optical,Wireless,2600,Right,Gold / Black
Fellowes Penguin Large,,Laser,Wired,1200,Both,Black / Silver
Fellowes Penguin Large,,Laser,Wireless,1200,Both,Black / Silver
Microsoft Precision,,Optical,Bluetooth Wireless,,Right,Black / Silver
Evoluent VMCRW Vertical Mouse C,,Laser,Wireless,,Right,Black / Silver
Microsoft Surface Mobile,,Laser,Bluetooth Wireless,,Both,Black / Silver
Microsoft Surface Mobile,,Laser,Bluetooth Wireless,,Both,Silver
Microsoft Sculpt Mobile,,Laser,Wireless,,Both,Black / Blue
Lenovo 0A34282,,Laser,Wireless,1600,Both,Black / Red
Logitech M325c Urban Lagoon,,Optical,Wireless,1000,Both,Blue / Black
SIIG JK-WR0912-S2,,Optical,Wireless,,Right,Red / Black
Rosewill RWM-001,,Optical,Wireless,1200,Both,Black
Rosewill RWM-002,,Optical,Wireless,1200,Both,White / Black
Rosewill RWM-003,,Optical,Wireless,1200,Both,Gray / Black
Rosewill RWM-004,,Optical,Wireless,1200,Both,Blue / Black
SIIG JK-WR0B12-S2,,Optical,Wireless,1000,Right,Blue / Black
Rosewill ION D12,,Optical,Wired,4000,Right,Black
Rosewill NEON M63,,Optical,Wired,10000,Right,Black / Red
SIIG JK-WR0M12-S1,,Optical,Wireless,1200,Both,Black
Rosewill NEON M54,,Optical,Wired,7200,Right,Black
Rosewill NEON M56,,Optical,Wired,12400,Right,Black
Trust GXT 148 Orna,,Optical,Wired,3200,Both,Black / Red
Verbatim 99770 Silent Wireless Blue Led,13.99,Laser,Wireless,,Both,Blue / Black
Targus W571,,Optical,Wireless,,Right,Black
Targus W573,,Laser,Wireless,,Both,Black
Targus W574,,Laser,Wireless,,Right,Black
V7 MW600-1N,,Optical,Wireless,1600,Right,Black
Toshiba U55,,Optical,Wired,1600,Both,Black
Targus B580,,Optical,Bluetooth Wireless,,Both,Black
Verbatim 98619 Go Mini Travel Commuter,,Optical,Wired,,Both,Red
GAMDIAS Zeus E2,,Optical,Wired,3200,Right,Black
HP OMEN 600,,Optical,Wired,12000,Right,Black / Red
Adesso iMouse E3,,Optical,Wired,6400,Right,Black
Kensington K72392USA,30.98,Optical,Wireless,1000,Both,Black
SIIG JK-WR0N12-S1,,Optical,Wireless,1200,Both,Gray / Black
V7 MW500-1N,,Optical,Wireless,1600,Right,Black
Key Ovation Newtral 3,,Optical,Wired,3000,Right,Black
SMK-Link VP3830-TAA,,Optical,Wired,2400,Right,Black
SMK-Link VP3831,,Optical,Wired,2400,Right,Black
Mad Catz The Authentic R.A.T. 8+,,Optical,Wired,1000,Right,Silver / Black
Verbatim 70238,,Optical,Wired,,Both,Purple / Silver
Evoluent VMDM,99.95,Optical,Wired,,Right,Black / Silver
Evoluent VMDS,99.95,Optical,Wired,,Right,Black / Silver
Verbatim 99746,,Optical,Wireless,,Right,Purple / White
Cooler Master MM711 Glossy Black,,Optical,Wired,16000,Right,Black
G-Wolves HT-M 3360 Black,,Optical,Wired,12000,Right,Black
G-Wolves HT-M 3360 Gray,,Optical,Wired,12000,Right,Gray
G-Wolves HT-M 3360 Red,,Optical,Wired,12000,Right,Red
G-Wolves HT-M 3360 White/Blue,,Optical,Wired,12000,Right,White / Blue
Microsoft RJN-00013,33.95,Optical,Bluetooth Wireless,,Both,Blue
Microsoft RJN-00037,33.95,Optical,Bluetooth Wireless,,Both,Pink
Microsoft RJN-00025,,Optical,Bluetooth Wireless,,Both,Green
Aula Ghost Shark,,Optical,Wired,2000,Right,Black / Silver
Verbatim 99747,,Laser,Wireless,,Both,Blue / Black
Logitech M545,,Laser,Wireless,1000,Right,Black
Kensington Pro Fit,27.96,Optical,Wired,3200,Right,Black
Kensington Pro Fit,35.99,Optical,Bluetooth Wireless,1600,Right,Black
Kensington Pro Fit,,Optical,Bluetooth Wireless,1600,Right,Gray / White
Kensington Pro Fit,31.99,Optical,Wireless,1600,Right,Gray / White
Verbatim 70240,15.95,Laser,Bluetooth Wireless,1600,Both,Red / Black
Verbatim 70242,16.62,Laser,Wireless,1600,Right,Silver / Black
Verbatim 70236,24.44,Optical,Wired,,Both,Red / Silver
Verbatim 70237,14.95,Optical,Wired,,Both,Blue / Silver
Acer Urban Factory Crazy Mouse,,Optical,Wired,800,Both,Blue / White
HP 1JR32AA#ABA,,Optical,Wired,1600,Both,Black
HP 6SP30UT#ABA,,Optical,Bluetooth Wireless,,Right,Black
SMK-Link Gyration Air Mouse Elite,,Laser,Wireless,,Both,Black / Silver
SMK-Link AIR Mouse GO Plus,,Laser,Wireless,,Both,Black / Silver
Evoluent VMDLW,114.95,Laser,Wireless,,Right,Black / Silver
ABKONCORE A900,,Optical,Wired,16000,Right,Black / Silver
Thermaltake Tt eSPORTS Iris Optical RGB HATSUNE MIKU Edition,,Optical,Wired,5000,Right,Black
Biostar Racing AM3,,Optical,Wired,5000,Right,Black / Blue
Cooler Master MM720 Glossy,,Optical,Wired,16000,Right,Black
Rosewill Neon M62,,Optical,Wired,10000,Right,Black
Venatos Swapper Pro,,Optical,Wired,16000,Right,Black
SteelSeries Rival 300 CS:GO Fade Edition,,Optical,Wired,6500,Right,Purple / Yellow
AOC AGM700,,Optical,Wired,16000,Right,Black / Silver
Endgame Gear XM1r,,Optical,Wired,19000,Right,Transparent / Black
Endgame Gear XM1 RGB,,Optical,Wired,16000,Right,Black
Tempest X5S Strider RGB,,Optical,Wired,4800,Right,Black
Tempest MS-300 RGB Soldier,,Optical,Wired,4000,Right,Black
GAMDIAS ZEUS E1,,Optical,Wired,3200,Right,Black
GAMDIAS ZEUS E1A,,Optical,Wired,4200,Right,Black
GAMDIAS ZEUS M1,,Optical,Wired,7000,Right,Black
GAMDIAS ZEUS M3,,Optical,Wired,7200,Right,Black
GAMDIAS ZEUS M4,,Optical,Wired,12800,Right,Black
GAMDIAS ZEUS P1,,Optical,Wired,12000,Right,Black
GAMDIAS ZEUS P2,,Optical,Wired,16000,Right,Black
Asus ROG Strix Impact II,,Optical,Wireless,16000,Right,Black
HP OMEN Vector Essential,,Optical,Wired,7200,Right,Black
NZXT Lift,,Optical,Wired,16000,Right,Black / Purple
NZXT Lift,,Optical,Wired,16000,Right,Black / Red
Mad Catz R.A.T. 2+,,Optical,Wired,5000,Both,Black
Mad Catz R.A.T. 2+,,Optical,Wired,5000,Both,White
Monoprice Dark Matter Hyper-K,,Optical,Wired,16000,Right,Black
Monoprice Dark Matter Super-K,,Optical,Wired,18000,Right,Black
Monoprice Dark Matter Aether,,Optical,Wired,16000,Right,Black
3M Ergonomic EM500GPL,,Optical,Wired,,Right,
Pulsar Xlite V2,,Optical,Wireless,20000,Right,Red
KLIM Aim,,Optical,Wired,7000,Right,Silver
SteelSeries PRIME: BLACK ICE EDITION,,Optical,Wired,18000,Right,Translucent Gray / Green
ninjutso Katana Superlight,,Optical,"Wired, Wireless",19000,Right,Black / White
ninjutso Katana Superlight,,Optical,"Wired, Wireless",19000,Right,White / Black
ninjutso Katana,,Optical,Wired,16000,Right,Black
ninjutso Origin One X,,Optical,"Wired, Wireless",3200,Right,White / Black
Logitech MX ANYWHERE 3,69.98,Laser,"Wireless, Bluetooth Wireless",4000,Right,White
Xtrfy M4 RGB,,Optical,Wired,16000,Right,White / Red
Xtrfy M4 RGB,,Optical,Wired,16000,Right,White / Beige
Xtrfy M4 RGB,,Optical,Wired,16000,Right,Blue
Xtrfy M42 RGB,,Optical,,16000,Right,White / Red
Logitech MX Anywhere 3 for Business,88,Laser,"Wireless, Bluetooth Wireless",4000,Right,White / Gray
A4Tech A4-MS0034,,Optical,Wired,3200,Right,Black
Lamzu Atlantis OG,,Optical,"Wired, Wireless",26000,Right,Blue / Pink
Pulsar X2 Mini,,Optical,"Wired, Wireless",26000,Right,Red
Pulsar X2,,Optical,"Wired, Wireless",26000,Right,Red
Pulsar X2,,Optical,"Wired, Wireless",26000,Right,White
Endgame Gear XM2w,,Optical,"Wired, Wired, Wireless",26000,Right,Black
Endgame Gear XM2w,,Optical,"Wired, Wired, Wireless",26000,Right,White
ADATA XPG SLINGSHOT,,Optical,Wired,12000,Right,White
ADATA XPG SLINGSHOT,,Optical,Wired,12000,Right,Pink
ADATA XPG SLINGSHOT Mera,,Optical,Wired,12000,Right,Orange / Black
UtechSmart VenusPro,,Optical,"Wired, Wireless, Bluetooth Wireless",16000,Right,Black
Macally DYNAMOUSE,,Optical,Wired,1600,Both,White / Silver
Macally DYNAMOUSE,19.99,Optical,Wired,1600,Both,Black
Logitech Signature M650 L,,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Right,Pink
Logitech M650 L LEFT,,Optical,"Wireless, Bluetooth Wireless",4000,Left,Black
Keychron M1,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,White
NZXT Lift,,Optical,Wired,16000,Right,White / Cyan
NZXT Lift,,Optical,Wired,16000,Right,White / Purple
NZXT Lift,24.99,Optical,Wired,16000,Right,White / Red
NZXT Lift,,Optical,Wired,16000,Right,White / Yellow
Logitech POP Heartbreaker,29.7,Optical,"Wireless, Bluetooth Wireless",4000,Both,Pink / Red
Pulsar X2V2 Mini,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Red
Pulsar X2V2 Mini,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,White
Pulsar X2V2,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Red
Pulsar X2H,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Red
Pulsar X2H Mini,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Red
Deepcool MG510,,Optical,"Wired, Wireless",19000,Right,Black
Acer Predator Cestus 335 PMW120,,Optical,Wired,19000,Right,Black
Adesso iMouse A10,,Optical,"Wired, Wireless",1600,Both,Silver / Black
Adesso iMouse A20,26,Optical,"Wired, Wireless",2400,Right,Gray / Black
Adesso iMouse E3-TAA,54.98,Optical,"Wired, Wireless",2400,Right,Black
Adesso iMouse E7-TAA,29.99,Optical,Wired,2400,Right,Black
AZIO RM-RCM-L-02,104.99,Optical,"Wired, Wireless, Bluetooth Wireless",3000,Both,White / Pink
AZIO RM-RCM-L-04,92.45,Optical,"Wired, Wireless, Bluetooth Wireless",3000,Both,Black / Silver
Zowie S2,,Optical,Wired,3200,Right,White
Verbatim Retractable,,Optical,Wired,1000,Both,Blue / Gray
Verbatim Retractable,,Optical,Wired,1000,Both,Black / Gray
Verbatim Retractable,,Optical,Wired,1000,Both,Red / Gray
Verbatim 70705,23.08,Optical,Wireless,1000,Both,Blue / Black
Verbatim 70704,13.49,Optical,Wireless,1000,Both,Black
Verbatim 70750,25,Optical,"Wireless, Bluetooth Wireless",,Both,Black
V7 MW150BT,18.86,Optical,Bluetooth Wireless,1000,Both,Black
V7 MW300,,Optical,Wireless,1600,Right,Black
Dell MS3320W,,Optical,"Wired, Wireless, Bluetooth Wireless",1600,Both,Gray
Dell MS3320W,,Optical,"Wired, Wireless, Bluetooth Wireless",1600,Both,Black
Dell MS7421W,69.99,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Right,Silver
HP 635,59,Optical,"Wired, Wireless, Bluetooth Wireless",3000,Right,Black
HP 935 Creator,,Optical,"Wired, Wireless, Bluetooth Wireless",3000,Right,Black
HP 930 Creator,88,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Right,Silver
HP x3000,,Optical,"Wired, Wireless",1600,Both,Black
HP 435,43.98,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Right,Black
HP 285 Silent,,Optical,"Wired, Wireless",1200,Both,Black
HP 425,29.01,Optical,Bluetooth Wireless,4000,Right,Black
IOGEAR GME423,,Optical,Wired,1000,Both,Black
Kensington SimpleSolutions,16.43,Optical,Wired,1600,Both,Black
Targus AMU81AMUSZ,,Optical,Wired,1000,Both,Black
Kensington Orbit,49.99,Optical,"Wired, Wireless, Bluetooth Wireless",1600,Both,Black
Kensington Orbit,29.99,Optical,Wired,,Both,Black / Silver
Kensington Orbit Fusion,70.61,Laser,"Wired, Wired, Wireless",1500,Right,Black / Red
Kensington Orbit,45.02,Optical,Wired,,Both,White
Swiftpoint ErgoPoint,,Optical,Wireless,,Right,Black / Blue
Kensington Pro Fit Ergo,,Optical,Wired,800,Right,Black / Red
Kensington Pro Fit Ergo,110.72,Optical,"Wired, Wireless",800,Right,White
Kensington Pro Fit Ergo,,Optical,"Wired, Wireless, Bluetooth Wireless",,Right,Black / Red
Kensington Pro Fit,,Optical,"Wired, Wireless",1750,Right,Blue
Kensington Pro Fit,,Optical,"Wired, Wireless",1750,Right,Red
Kensington Pro Fit,,Optical,"Wired, Wireless",1750,Right,Gray
Kensington Pro Fit,29.23,Optical,Wired,1600,Both,Black
Kensington Pro Fit,29.99,Optical,Bluetooth Wireless,,Both,Black
Kensington K76800WW,,Optical,Wired,1000,Both,Black
Kensington K76801WW,,Optical,"Wired, Wireless",1000,Both,Black
Logitech M317 Bamboo Dream,,Optical,"Wired, Wireless",1000,Both,White / Gold
Logitech M317,24.99,Optical,"Wired, Wireless",,Both,Purple / Black
Logitech M317 Golden Garden,,Optical,"Wired, Wireless",,Both,Green / Gold
Logitech 910-002901,14.99,Optical,"Wired, Wireless",1000,Both,Blue
Logitech 910-002893,18.89,Optical,"Wired, Wireless",1000,Both,Red
Logitech M187,,Optical,"Wired, Wireless",1000,Both,Black / White
Logitech M220 Silient,,Optical,"Wired, Wireless",1000,Both,Blue / Black
Logitech M220 Silient,,Optical,"Wired, Wireless",1000,Both,Red / Black
Logitech PEBBLE M350,23.95,Optical,"Wired, Wireless, Bluetooth Wireless",1000,Both,Gray
Logitech PEBBLE M350,27.98,Optical,"Wired, Wireless, Bluetooth Wireless",1000,Both,Purple / Yellow
Logitech Signature M650 L,34.99,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Right,Blue / Black
Logitech M325S,19.98,Optical,"Wired, Wireless",1000,Both,Red / Black
Logitech MX ANYWHERE 2S,,Laser,"Wired, Wireless, Bluetooth Wireless",4000,Right,Teal
Logitech MX ANYWHERE 2S,,Laser,"Wired, Wireless, Bluetooth Wireless",4000,Right,White
Logitech MX Anywhere 3S for Business,,Laser,"Wired, Wireless, Bluetooth Wireless",8000,Right,White
Logitech 910005869,44.99,Optical,"Wired, Wireless, Bluetooth Wireless",2000,Right,Black
Samsung EJ-M3400DSEGUS,,Laser,Bluetooth Wireless,,Right,Silver
Samsung EJ-M3400DBEGUS,,Laser,Bluetooth Wireless,,,Black
ROCCAT Kain 100 AIMO,,Optical,Wired,8500,Right,White / Black
ROCCAT Kain 120 AIMO,,Optical,Wired,16000,Right,White / Black
Microsoft 222-00033,69.9,Optical,"Wired, Wireless, Bluetooth Wireless",2400,Right,Orange
Microsoft 8KX-00001,34.99,Optical,"Wired, Wireless, Bluetooth Wireless",1000,Both,White / Gray
Microsoft Ocean Plastic,,Optical,"Wired, Wireless, Bluetooth Wireless",1000,Both,White / Teal
Microsoft KGY-00064,44.99,Optical,Bluetooth Wireless,1800,Both,Pink
Microsoft KGZ00041,,Optical,Bluetooth Wireless,1800,Both,Blue
Microsoft KGZ00051,,Optical,Bluetooth Wireless,1800,Both,Red
Microsoft Modern Mobile,,Optical,"Wired, Wireless, Bluetooth Wireless",2000,Both,Blue
Microsoft Modern Mobile,79.98,Optical,"Wired, Wireless, Bluetooth Wireless",2000,Both,White
Microsoft Modern Mobile,,Optical,"Wired, Wireless, Bluetooth Wireless",2000,Both,Orange
Microsoft Modern Mobile,,Optical,"Wired, Wireless, Bluetooth Wireless",2000,Both,Blue
Microsoft Modern Mobile,,Optical,"Wired, Wireless, Bluetooth Wireless",2000,Both,Black
Microsoft RJN-00061,,Optical,Bluetooth Wireless,1000,Both,White
Mionix Avior Pro,,Optical,Wired,19000,Right,Black
Mionix Castor Pro,69.98,Optical,Wired,19000,Right,Black
MSI Clutch GM31 Lightweight,,Optical,Wired,12000,Right,Black
YEYIAN Gram 2000,,Optical,Wired,1000,Right,White
YEYIAN Links 3000,,Optical,Wired,7200,Right,White
YEYIAN Gram 2000,,Optical,Wired,10000,Right,Black
Logitech 910-005284,,Optical,"Wired, Wireless",12000,Right,Black
Keychron M1,,Optical,"Wired, Wired",16000,Both,Black
Keychron M1,,Optical,"Wired, Wired",16000,Both,White
Endgame Gear XM2w 4k,,Optical,"Wired, Wireless",26000,Right,White / Gray
Pulsar X3 Mini,99.95,Optical,"Wired, Wireless",32000,Right,White
Pulsar X3 LHD,,Optical,"Wired, Wireless",32000,Left,Black
Pulsar X3 LHD,,Optical,"Wired, Wireless",32000,Left,White
Pulsar X3 LHD Mini,,Optical,"Wired, Wireless",32000,Left,Black
