name,price,capacity,price_per_gb,type,cache,form_factor,interface
ADATA ATOM 30,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Cardea A440 Pro,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Exos 7E8 4Kn,,6000,,7200,256,3.5,SATA 6.0 Gb/s
ADATA Legend 750,,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Cardea Z44L,,250,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KingSpec NX-2280,,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP CX1,,960,,SSD,,2.5,SATA 6.0 Gb/s
Samsung PM893,124.9,480,0.26,SSD,,2.5,SATA 6.0 Gb/s
HP S650,,1920,,SSD,,2.5,SATA 6.0 Gb/s
HP S750,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba X300,,10000,,7200,256,3.5,SATA 6.0 Gb/s
Toshiba XG6,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda 120,,500,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X16,,16000,,7200,256,3.5,SATA 6.0 Gb/s
MSI SPATIUM M480 HS,,2000,,SSD,2048,M.2-2280,M.2 PCIe 4.0 X4
Nextorage G-Series,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Fastro MS200,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Netac NV5000-t,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Lexar NM760,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KIOXIA BG5 SED,,512,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital PC SN740 Opal,,512,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba DT01-V,,2000,,5940,64,3.5,SATA 6.0 Gb/s
Transcend MTE245S,299,4000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Micron 5400 Pro eSSC,,7680,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X18,333.45,10000,0.033,7200,512,3.5,SATA 6.0 Gb/s
Seagate BarraCuda 520,,512,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Apacer AS2280P4U,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
OWC Aura Pro IV,,4000,,SSD,,M.2-2242,M.2 PCIe 4.0 X4
Orico e7400,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Oyen Digital Dash Pro w/Heat Sink,294.43,4000,0.074,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MP44S,75.98,1000,0.076,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Western Digital Purple,399.11,18000,0.022,7200,512,3.5,SATA 6.0 Gb/s
Mushkin Vortex Redline,311.98,4000,0.078,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Integral ADVANTAGE PRO-1 w/ Heatsink,,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
OCZ Agility 2,149.94,60,2.499,SSD,,2.5,SATA 3.0 Gb/s
Hitachi Deskstar NAS,249.99,8000,0.031,7200,128,3.5,SATA 6.0 Gb/s
Western Digital WD Green,39.99,480,0.083,SSD,,M.2-2280,M.2 SATA
Seagate Constellation ES.3,,2000,,7200,128,3.5,SAS 6.0 Gb/s
TEAMGROUP T-Create Classic,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital AV-GP,140.71,2000,0.07,5400,64,3.5,SATA 3.0 Gb/s
PNY XLR8 CS3040,74,500,0.148,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston DC500R,84.99,480,0.177,SSD,,2.5,SATA 6.0 Gb/s
Toshiba X300,553,12000,0.046,7200,256,3.5,SATA 6.0 Gb/s
Intel D3-S4510,100,480,0.208,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X18,459.78,14000,0.033,7200,256,3.5,SATA 6.0 Gb/s
Seagate Exos X24,414.48,20000,0.021,7200,512,3.5,SAS 12.0 Gb/s
Integral 2020,105.57,2000,0.053,SSD,,M.2-2280,M.2 SATA
Hitachi 0F18335,197.95,6000,0.033,7200,64,3.5,SATA 6.0 Gb/s
Crucial M500,380.77,480,0.793,SSD,,M.2-2280,M.2 SATA
Toshiba Q300,,960,,SSD,,2.5,SATA 6.0 Gb/s
Samsung 860 Evo,156.11,250,0.624,SSD,,mSATA,mSATA
Toshiba N300,299.99,4000,0.075,7200,128,3.5,SATA 6.0 Gb/s
Seagate SkyHawk AI,299.99,16000,0.019,7200,256,3.5,SATA 6.0 Gb/s
Western Digital Purple,147.94,6000,0.025,5640,128,3.5,SATA 6.0 Gb/s
Seagate Exos 7E10 512n,140.91,2000,0.07,7200,256,3.5,SATA 6.0 Gb/s
KIOXIA EXCERIA PLUS,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba N300,,4000,,7200,,3.5,SATA 6.0 Gb/s
Toshiba X300,221.29,6000,0.037,7200,256,3.5,SATA 6.0 Gb/s
Intel D3-S4520,499.99,3840,0.13,SSD,,2.5,SATA 6.0 Gb/s
Mushkin ELEMENT,36.4,512,0.071,SSD,,2.5,SATA 6.0 Gb/s
Titanium Micro TH7175,148.99,2000,0.074,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Transcend 830S,29.99,256,0.117,SSD,,M.2-2280,M.2 SATA
Fantom Drives VENOM7,149.44,2000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Integral V Series 2,26.06,250,0.104,SSD,,2.5,SATA 6.0 Gb/s
Integral M2,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Orico D10,109.99,2000,0.055,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Scorpio Blue,,400,,5400,8,2.5,SATA 3.0 Gb/s
Western Digital AV,,500,,7200,8,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.C,,320,,7200,16,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,,2000,,5900,32,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3,,750,,7200,32,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 DT,,80,,7200,8,3.5,SATA 3.0 Gb/s
Samsung Spinpoint M7,,500,,5400,8,2.5,SATA 3.0 Gb/s
OCZ Colossus,,500,,SSD,128,3.5,SATA 3.0 Gb/s
OCZ Vertex 2 Pro,,50,,SSD,,2.5,SATA 3.0 Gb/s
Hitachi Deskstar,,1000,,7200,32,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,43,160,0.269,7200,8,3.5,SATA 3.0 Gb/s
Hitachi Deskstar 7K2000,,2000,,7200,32,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,99.95,750,0.133,5400,64,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Black,74.98,750,0.1,7200,16,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,,750,,5200,8,2.5,SATA 3.0 Gb/s
Intel 320,253.5,120,2.112,SSD,,2.5,SATA 3.0 Gb/s
OCZ Agility 3,,240,,SSD,,2.5,SATA 6.0 Gb/s
Samsung Spinpoint M,,160,,5400,8,2.5,SATA 1.5 Gb/s
Plextor PX-M2,,128,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Scorpio Blue,,250,,5400,8,2.5,SATA 1.5 Gb/s
Western Digital AV-GP,144.99,3000,0.048,5400,64,3.5,SATA 3.0 Gb/s
Toshiba MK2576GSX,23.99,250,0.096,5400,8,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,,1000,,5400,8,2.5,SATA 3.0 Gb/s
Western Digital AV-GP,,1000,,7200,16,3.5,SATA 6.0 Gb/s
Hitachi Travelstar Z5K500,,320,,5400,8,2.5,SATA 3.0 Gb/s
Corsair Force 3,,480,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital AV-25,22.4,320,0.07,5400,16,2.5,SATA 3.0 Gb/s
Samsung 830,,512,,SSD,,2.5,SATA 6.0 Gb/s
ADATA S510,,120,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Deskstar 7K1000.D,,500,,7200,32,3.5,SATA 6.0 Gb/s
Seagate SV35.5,,2000,,7200,64,3.5,SATA 6.0 Gb/s
Corsair Force 3,,240,,SSD,,2.5,SATA 6.0 Gb/s
Samsung 830,,512,,SSD,,2.5,SATA 6.0 Gb/s
Seagate SV35.5,,1000,,7200,64,3.5,SATA 6.0 Gb/s
OCZ Vertex 4,,256,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,60,,SSD,,2.5,SATA 6.0 Gb/s
Intel 330,,120,,SSD,,2.5,SATA 6.0 Gb/s
PNY XLR8,,120,,SSD,,2.5,SATA 6.0 Gb/s
Crucial V4,,128,,SSD,,2.5,SATA 3.0 Gb/s
OCZ RevoDrive 3,,120,,SSD,,PCIe,PCIe x4
Western Digital Green,,2000,,5400,8,2.5,SATA 3.0 Gb/s
Hitachi Ultrastar 7K4000,,3000,,7200,64,3.5,SATA 6.0 Gb/s
SanDisk ReadyCache,,32,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba Solid State Drive,,120,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba PH3300U-1I72,159,3000,0.053,7200,64,3.5,SATA 6.0 Gb/s
Samsung ST250DM001/HD253GJ,,250,,7200,16,3.5,SATA 3.0 Gb/s
Seagate Momentus XT,,500,,,32,2.5,SATA 6.0 Gb/s
Seagate ST3000VN000,,3000,,7200,64,3.5,SATA 6.0 Gb/s
Seagate ST9640423AS,,640,,5400,16,2.5,SATA 6.0 Gb/s
Hitachi Deskstar 7K4000,,4000,,7200,64,3.5,SATA 6.0 Gb/s
Toshiba Q,,128,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba Solid State Drive,,256,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba HDD3A02,,1000,,7200,16,3.5,SAS 6.0 Gb/s
Toshiba DT01ACA,,1000,,7200,32,3.5,SATA 6.0 Gb/s
Western Digital WD3200BPVT/BVVT/BEVT,,320,,5400,8,2.5,SATA 3.0 Gb/s
Samsung 840,,120,,SSD,,2.5,SATA 6.0 Gb/s
Samsung 840 Evo,,250,,SSD,,mSATA,mSATA
Intel 710,,300,,SSD,,2.5,SATA 3.0 Gb/s
Samsung 840 Evo,,500,,SSD,,mSATA,mSATA
Seagate 600 Pro,199,240,0.829,SSD,,2.5,SATA 6.0 Gb/s
Crucial M550,,128,,SSD,,2.5,SATA 6.0 Gb/s
Crucial M550,,512,,SSD,,2.5,SATA 6.0 Gb/s
ADATA Premier Pro SP600,,256,,SSD,,2.5,SATA 6.0 Gb/s
Crucial M550,177.77,128,1.389,SSD,,M.2-2280,M.2 SATA
Samsung SM843TN,,240,,SSD,,2.5,SATA 6.0 Gb/s
Samsung 845DC EVO,,240,,SSD,,2.5,SATA 6.0 Gb/s
Patriot Blaze,,120,,SSD,32,2.5,SATA 6.0 Gb/s
TEAMGROUP Dark L3,,120,,SSD,,2.5,SATA 6.0 Gb/s
SanDisk Ultra II,,120,,SSD,,2.5,SATA 6.0 Gb/s
Silicon Power S60 3K P/E,84.91,120,0.708,SSD,,2.5,SATA 6.0 Gb/s
Silicon Power S60 3K P/E,79.98,240,0.333,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Deskstar NAS,,6000,,7200,128,3.5,SATA 6.0 Gb/s
Western Digital WDBH2D5000ENC-NRSN,35,500,0.07,7200,32,3.5,SATA 3.0 Gb/s
MyDigitalSSD Super Boot Drive,,16,,SSD,,mSATA,mSATA
Seagate Surveillance HDD,,5000,,5400,128,3.5,SATA 6.0 Gb/s
Patriot Ignite,,480,,SSD,512,2.5,SATA 6.0 Gb/s
Samsung XP941,,256,,SSD,,M.2-2280,M.2 PCIe 2.0 X4
Intel DC S3710,211,200,1.055,SSD,,2.5,SATA 6.0 Gb/s
Intel DC S3610,,480,,SSD,,2.5,SATA 6.0 Gb/s
Samsung Data Center,,960,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Archive HDD v2,,5000,,5900,128,3.5,SATA 6.0 Gb/s
Mushkin Reactor,,512,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Trion 100,,240,,SSD,,2.5,SATA 6.0 Gb/s
Intel 535,,120,,SSD,,M.2-2280,M.2 SATA
Patriot Blast,,240,,SSD,256,2.5,SATA 6.0 Gb/s
Transcend TS512GSSD370S,210.17,512,0.41,SSD,,2.5,SATA 6.0 Gb/s
Zotac ZTSSD-A4P-120G,,120,,SSD,32,2.5,SATA 6.0 Gb/s
Toshiba Q300,,480,,SSD,,2.5,SATA 6.0 Gb/s
Intel DC P3608,,3200,,SSD,,PCIe,PCIe x8
Seagate Momentus 7200.4,25,160,0.156,7200,16,2.5,SATA 3.0 Gb/s
Toshiba HDWA120XZSTA,,2000,,5700,64,3.5,SATA 6.0 Gb/s
Seagate ST6000VN0021,,6000,,7200,128,3.5,SATA 6.0 Gb/s
Silicon Power S60,,60,,SSD,,2.5,SATA 6.0 Gb/s
PNY CS2211,,240,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Purple,288.97,8000,0.036,5400,128,3.5,SATA 6.0 Gb/s
Intel 540s,128.22,240,0.534,SSD,,2.5,SATA 6.0 Gb/s
OCZ RD400,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung PM951,,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Kingston SSDNow KC400,,128,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow UV300,,120,,SSD,,2.5,SATA 6.0 Gb/s
Samsung SM961,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Plextor M8Pe,,512,,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
OCZ RD400A,,1000,,SSD,,PCIe,PCIe x4
Western Digital Blue,,250,,SSD,,M.2-2280,M.2 SATA
Hitachi Ultrastar 7K4000,,3000,,7200,64,3.5,SATA 6.0 Gb/s
SanDisk Z410,,240,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba X300,,4000,,7200,128,3.5,SATA 6.0 Gb/s
TEAMGROUP L5 LITE,,120,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Barracuda ES,86.45,750,0.115,7200,16,3.5,SATA 6.0 Gb/s
Seagate Barracuda 7200.9,39.99,160,0.25,7200,8,3.5,SATA 6.0 Gb/s
Seagate SkyHawk,,3000,,5900,64,3.5,SATA 6.0 Gb/s
Intel 545s,,256,,SSD,,M.2-2280,M.2 SATA
Hitachi Ultrastar He8,,8000,,7200,128,3.5,SAS 12.0 Gb/s
Plextor M9Pe,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP L5 LITE 3D,,120,,SSD,,2.5,SATA 6.0 Gb/s
Kingston UV500B,,960,,SSD,,2.5,SATA 6.0 Gb/s
Kingston UV500B,,120,,SSD,,M.2-2280,M.2 SATA
ADATA XPG GAMMIX S11,,240,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP300,,240,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
Gigabyte UD PRO 256,,256,,SSD,256,2.5,SATA 6.0 Gb/s
Intel 545s,,128,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Enterprise Performance,170,1800,0.094,10000,256,3.5,SAS 12.0 Gb/s
Seagate Barracuda Compute,,250,,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP MP32,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
Lexar NS200,59.99,240,0.25,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Helix-L,,250,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Enterprise Capacity,,8000,,7200,256,3.5,SAS 12.0 Gb/s
Seagate SkyHawk AI,229.95,10000,0.023,7200,256,3.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,,3840,,SSD,,2.5,SATA 6.0 Gb/s
Patriot VPN100,,2000,,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda,352.71,1000,0.353,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Micron 2200,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Barracuda Compute,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel D3-S4610,146,480,0.304,SSD,,2.5,SATA 6.0 Gb/s
Intel DC S3520,,960,,SSD,,2.5,SATA 6.0 Gb/s
Silicon Power Ace A56,,256,,SSD,,2.5,SATA 6.0 Gb/s
Silicon Power Ace A56,,512,,SSD,,2.5,SATA 6.0 Gb/s
SanDisk X600,,128,,SSD,,2.5,SATA 6.0 Gb/s
Seagate ST500VT001,,500,,5400,32,2.5,SATA 6.0 Gb/s
Intel DC S3610,,480,,SSD,,2.5,SATA 6.0 Gb/s
Biostar M700,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA SU760,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Patriot VPR100 RGB,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba XG3,,1000,,SSD,1024,M.2-2280,M.2 PCIe 3.0 X4
ADATA Falcon,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel DC P4801X,,100,,SSD,,2.5,U.2
Inland Professional,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda 120,,1000,,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP Cardea II,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Apacer AS510S ProII,,64,,SSD,,2.5,SATA 6.0 Gb/s
Neo Forza eSports,,512,,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket 4.0,,500,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Acer SA100,,960,,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S41,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
SanDisk Ultra,,250,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power A58,,512,,SSD,,2.5,SATA 6.0 Gb/s
Silicon Power P34A80,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba N300 Pro,123.61,4000,0.031,7200,256,3.5,SATA 6.0 Gb/s
Addlink S95,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Addlink S68,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Kingston DC1000B,,480,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Cardea A440 Pro,,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MP34Q,,8000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA Legend 750,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA Legend 740,,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
PNY CS2130,,8000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Cardea Zero Z340,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB,,500,,SSD,,2.5,SATA 6.0 Gb/s
Klevv CRAS C720,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Klevv CRAS C920,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Klevv NEO N400,,240,,SSD,,2.5,SATA 6.0 Gb/s
Inland Professional,,128,,SSD,,2.5,SATA 6.0 Gb/s
Inland Prime,,250,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Patriot P400,,512,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Timetec 35TTM8SSATA,,256,,SSD,,M.2-2280,M.2 SATA
Timetec 35TTM8SSATA,,128,,SSD,,M.2-2280,M.2 SATA
Toshiba MQ01ABD025V,,250,,5400,,2.5,SATA 6.0 Gb/s
Toshiba MG06ACA600E,,6000,,7200,256,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar He8,,8000,,7200,128,3.5,SATA 6.0 Gb/s
V7 V7SSD512GBS25U,39.79,512,0.078,SSD,,2.5,SATA 6.0 Gb/s
V7 V7SSD2TBS25U,111.99,2000,0.056,SSD,,2.5,SATA 6.0 Gb/s
MSI SPATIUM M460,,500,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Fantom Drives VENOM8,,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Timetec 35TTTDGE4NVME-2TBH,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
VisionTek DLX3,38.99,256,0.152,SSD,,M.2-2280,M.2 PCIe 3.0 X4
KIOXIA BG5 SED,,256,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Micron 5200,,960,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Enhanced ECO,,512,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital PC SN740 Pyrite,,256,,SSD,,M.2-2230,M.2 PCIe 4.0 X4
VisionTek DLX4,189.98,2000,0.095,SSD,,M.2-2242,M.2 PCIe 4.0 X4
Toshiba MG09 512e,,20000,,7200,512,3.5,SATA 6.0 Gb/s
Toshiba MG09 512e,277.99,12000,0.023,7200,512,3.5,SATA 6.0 Gb/s
Addlink A93 PS5,299.44,4000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Inland Enterprise,,960,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Game Drive,335.07,2000,0.168,SSD,,M.2-2280,M.2 PCIe 4.0 X4
GOODRAM IRDM PRO SLIM,497.19,4000,0.124,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Titanium Micro TH3500,39.99,500,0.08,SSD,,M.2-2280,M.2 PCIe 3.0 X4
FanXiang S660,,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Barracuda PCIe,,250,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Barracuda PCIe,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Lenovo S4520,359.32,240,1.497,SSD,,2.5,SATA 6.0 Gb/s
Orico Troodon V500,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
AGI AI298,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Nextorage G-Series LE,84.99,1000,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Apacer AS2280P4U Pro,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Apacer AS2280P4U Pro,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
XOC SP900,,512,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Exos X24 SED-FIPS,,24000,,7200,512,3.5,SAS 12.0 Gb/s
Mushkin MKNSSDED4TB-D8,,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Integral 2020,,128,,SSD,,M.2-2280,M.2 SATA
Patriot VP4000 Mini,46.99,500,0.094,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Solidigm P41 Plus,,1000,,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Western Digital Purple NV,,4000,,5400,64,3.5,SATA 6.0 Gb/s
Hitachi A7K2000,34.99,1000,0.035,7200,32,3.5,SATA 3.0 Gb/s
Seagate 1200 SSD,3187.5,800,3.984,SSD,,2.5,SAS 12.0 Gb/s
Seagate IronWolf NAS,270,10000,0.027,7200,256,3.5,SATA 6.0 Gb/s
Toshiba MG04ACA400N,110,4000,0.028,7200,128,3.5,SATA 6.0 Gb/s
Corsair MP600 MINI,114.99,1000,0.115,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Hitachi Travelstar,85,1000,0.085,7200,32,2.5,SATA 6.0 Gb/s
Western Digital AV-GP,89.99,3000,0.03,5900,64,3.5,SATA 6.0 Gb/s
Intel DC P3600,349,800,0.436,SSD,,2.5,U.2
Seagate Nytro Enterprise,999.95,1920,0.521,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Ultrastar DC HC550,386.88,16000,0.024,7200,512,3.5,SAS 12.0 Gb/s
Toshiba N300,,6000,,7200,,3.5,SATA 6.0 Gb/s
Transcend 250H,199.99,2000,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 520 Rev 2.0,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung Spinpoint F1 DT,31.99,160,0.2,7200,8,3.5,SATA 3.0 Gb/s
Seagate Momentus 5400.6,29.99,250,0.12,5400,8,2.5,SATA 3.0 Gb/s
Western Digital AV-GP,24.99,320,0.078,5400,16,3.5,SATA 3.0 Gb/s
Crucial M4,129,128,1.008,SSD,,mSATA,mSATA
SanDisk Extreme II,,120,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar C10K900,,600,,10000,64,2.5,SATA 6.0 Gb/s
Seagate Constellation ES,88,2000,0.044,7200,16,3.5,SAS 6.0 Gb/s
Western Digital Purple,107.89,3000,0.036,5400,64,3.5,SATA 6.0 Gb/s
Toshiba P300,,3000,,7200,64,3.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,125,2000,0.062,7200,128,3.5,SATA 6.0 Gb/s
Seagate Enterprise Performance,125.25,300,0.417,15000,256,2.5,SAS 12.0 Gb/s
Seagate SkyHawk AI,269.99,12000,0.022,7200,256,3.5,SATA 6.0 Gb/s
Mushkin Source,299.49,2000,0.15,SSD,2048,2.5,SATA 6.0 Gb/s
Western Digital Purple,55,500,0.11,5400,64,3.5,SATA 6.0 Gb/s
Kingston SSDNOW DC500M,229,960,0.239,SSD,,2.5,SATA 6.0 Gb/s
Inland Performance,209.99,2000,0.105,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black AN1500,,4000,,SSD,,PCIe,PCIe x8
Silicon Power XD80,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Exos 7E10 512n,215,6000,0.036,7200,256,3.5,SATA 6.0 Gb/s
Intel D3-S4520,249.99,1920,0.13,SSD,,2.5,SATA 6.0 Gb/s
Transcend MTE245S,39.25,500,0.079,SSD,,M.2-2280,M.2 PCIe 4.0 X4
OWC Mercury Electra 6G,19.98,120,0.166,SSD,,2.5,SATA 6.0 Gb/s
Integral M3 Series Plus,55.5,500,0.111,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital VelociRaptor,,150,,10000,16,2.5,SATA 3.0 Gb/s
Western Digital RE2,,160,,7200,16,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,,640,,5400,32,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,,640,,5400,8,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,,160,,5400,8,2.5,SATA 3.0 Gb/s
Western Digital AV-GP,30.99,500,0.062,5400,8,3.5,SATA 3.0 Gb/s
Intel X25-M,300,160,1.875,SSD,,2.5,SATA 3.0 Gb/s
Samsung Spinpoint F2 EG,,500,,5400,16,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 EG,,1000,,5400,32,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 DT,,320,,7200,8,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 DT,,250,,7200,8,3.5,SATA 3.0 Gb/s
Samsung Spinpoint M7,,160,,5400,8,2.5,SATA 3.0 Gb/s
OCZ Vertex 2 Pro,,400,,SSD,,2.5,SATA 3.0 Gb/s
Western Digital Caviar Blue,84.95,320,0.265,7200,8,3.5,PATA 100
Seagate BarraCuda,,750,,7200,32,3.5,SATA 3.0 Gb/s
Seagate Constellation ES,,2000,,7200,64,3.5,SATA 3.0 Gb/s
Seagate Constellation ES,58.99,1000,0.059,7200,32,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,,160,,7200,2,3.5,PATA 100
