name,price,style,switches,backlit,tenkeyless,connection_type,color
Ducky DK9008S-ACALB,,Gaming,Cherry MX Black,Blue,false,Wired,Black
Ducky DK9008S-AEALB,,Gaming,Cherry MX Black,Blue,false,Wired,Black
Ducky DK9008S-AEALG,,Gaming,Cherry MX Black,Green,false,Wired,Black
Ducky DK9008S-AEALP,,Gaming,Cherry MX Black,Purple,false,Wired,Black
Ducky DK9008S-AEALR,,Gaming,Cherry MX Black,Red,false,Wired,Black
Ducky DK9008S-AEALY,,Gaming,Cherry MX Black,Yellow,false,Wired,Black
Ducky DK9008S-BCALB,,Gaming,Cherry MX Brown,Blue,false,Wired,Black
Ducky DK9008S-BEALG,,Gaming,Cherry MX Brown,Green,false,Wired,Black
Ducky DK9008S-BEALP,,Gaming,Cherry MX Brown,Purple,false,Wired,Black
Ducky DK9008S-BEALR,,Gaming,Cherry MX Brown,Red,false,Wired,Black
Ducky DK9008S-BJALB,,Gaming,Cherry MX Brown,Blue,false,Wired,Black
Ducky DK9008S-CCALB,,Gaming,Cherry MX Blue,Blue,false,Wired,Black
Ducky DK9008S-CEALB,,Gaming,Cherry MX Blue,Blue,false,Wired,Black
Ducky DK9008S-CEALG,,Gaming,Cherry MX Blue,Green,false,Wired,Black
Ducky DK9008S-CEALP,,Gaming,Cherry MX Blue,Purple,false,Wired,Black
Ducky DK9008S-CEALR,,Gaming,Cherry MX Blue,Red,false,Wired,Black
Ducky DK9008S-CEALW,,Gaming,Cherry MX Blue,White,false,Wired,Black
Ducky DK9008S-CEALY,,Gaming,Cherry MX Blue,Yellow,false,Wired,Black
Ducky DK9008S-REALB,,Gaming,Cherry MX Red,Blue,false,Wired,Black
Ducky DK9008S-REALG,,Gaming,Cherry MX Red,Green,false,Wired,Black
Ducky DK9008S-REALR,,Gaming,Cherry MX Red,Red,false,Wired,Black
Ducky DK9008S-REALW,,Gaming,Cherry MX Red,White,false,Wired,Black
Ducky DK9008S-REALY,,Gaming,Cherry MX Red,Yellow,false,Wired,Black
Ducky DK9008S2-AUSALB,,Gaming,Cherry MX Black,Blue,false,Wired,Black
Ducky DK9008S2-AUSALG,,Gaming,Cherry MX Black,Green,false,Wired,Black
Ducky DK9008S2-AUSALR,,Gaming,Cherry MX Black,Red,false,Wired,Black
Ducky DK9008S2-AUSALW,,Gaming,Cherry MX Black,White,false,Wired,Black
Ducky DK9008S2-BUSALG,,Gaming,Cherry MX Brown,Green,false,Wired,Black
Ducky DK9008S2-CUSALB,,Gaming,Cherry MX Blue,Blue,false,Wired,Black
Ducky DK9008S2-CUSALG,,Gaming,Cherry MX Blue,Green,false,Wired,Black
Ducky DK9008S2-CUSALR,,Gaming,Cherry MX Blue,Red,false,Wired,Black
Ducky DK9008S2-RUSALB,,Gaming,Cherry MX Red,Blue,false,Wired,Black
Ducky DK9008S2-RUSALG,,Gaming,Cherry MX Red,Green,false,Wired,Black
Ducky DK9087-AEDRG,,Slim,Cherry MX Black,Green,true,Wired,Black
Ducky DK9087G2PRO-AULPUW,,Slim,Cherry MX Black,,true,Wired,Black / White
Ducky DK9087G2PRO-AUSPTW,,Slim,Cherry MX Black,,true,Wired,Black / White
Ducky DK9087G2PRO-BULPUW,,Slim,Cherry MX Brown,,true,Wired,Black / White
Ducky DK9087G2PRO-BUSPTW,,Slim,Cherry MX Brown,,true,Wired,Black / White
Ducky DK9087G2PRO-CULPUW,,Slim,Cherry MX Blue,,true,Wired,Black / White
Ducky DK9087G2PRO-CUSPTW,,Slim,Cherry MX Blue,,true,Wired,Black / White
Ducky DK9087G2PRO-RULPUW,,Slim,Cherry MX Red,,true,Wired,Black / White
Ducky DK9087G2PRO-RUSPTW,,Slim,Cherry MX Red,,true,Wired,Black / White
Ducky DK9087S2-AUSALB,,Slim,Cherry MX Black,Blue,true,Wired,Black
Ducky DK9087S2-AUSALR,,Slim,Cherry MX Black,Red,true,Wired,Black
Ducky DK9087S2-AUSALW,,Slim,Cherry MX Black,White,true,Wired,Black
Ducky DK9087S2-BUSALG,,Slim,Cherry MX Brown,Green,true,Wired,Black
Ducky DK9087S2-BUSALR,,Slim,Cherry MX Brown,Red,true,Wired,Black
Ducky DK9087S2-BUSALW,,Slim,Cherry MX Brown,White,true,Wired,Black
Ducky DK9087S2-CUSALB,,Slim,Cherry MX Blue,Blue,true,Wired,Black
Ducky DK9087S2-CUSALG,,Slim,Cherry MX Blue,Green,true,Wired,Black
Ducky DK9087S2-CUSALP,,Slim,Cherry MX Blue,Purple,true,Wired,Black
Ducky DK9087S2-CUSALR,,Slim,Cherry MX Blue,Red,true,Wired,Black
Ducky DK9087S2-CUSALW,,Slim,Cherry MX Blue,White,true,Wired,Black
Ducky DK9087S2-RUSALB,,Slim,Cherry MX Red,Blue,true,Wired,Black
Ducky DK9087S2-RUSALP,,Slim,Cherry MX Red,Purple,true,Wired,Black
Ducky DK9087S2-RUSALR,,Slim,Cherry MX Red,Red,true,Wired,Black
Ducky DK9087S2-RUSALW,,Slim,Cherry MX Red,White,true,Wired,Black
Ducky Zero,,Gaming,Cherry MX Black,Green,false,Wired,Black
Ducky DK2108-BUSLLA,,Gaming,Cherry MX Brown,Green,false,Wired,Black
Ducky DK2108-RUSLLA,,Gaming,Cherry MX Red,Green,false,Wired,Black
Ducky DK9008G2 PRO,,Gaming,Cherry MX Black,,false,Wired,Black
Ducky DK9008G2PRO-BUSLLA,,Gaming,Cherry MX Brown,,false,Wired,Black
Ducky DK9008G2 PRO,,Gaming,Cherry MX Blue,,false,Wired,Black
Ducky DK9008G2 PRO,,Gaming,Cherry MX Red,,false,Wired,Black
Ducky DK9008S2-AUSALT,,Gaming,Cherry MX Black,Orange,false,Wired,Black
Ducky DK9008 Shine II,,Gaming,Cherry MX Black,Blue,false,Wired,White / Black
Ducky DK9008 Shine II,,Gaming,Cherry MX Black,Green,false,Wired,White / Black
Ducky DK9008S2-BUSALT,,Gaming,Cherry MX Brown,Orange,false,Wired,Black
Ducky DK9008S2-CUSALT,,Gaming,Cherry MX Blue,Orange,false,Wired,Black
Ducky DK9008 Shine II,,Gaming,Cherry MX Blue,Blue,false,Wired,White / Black
Ducky DK9008 Shine II,,Gaming,Cherry MX Blue,Green,false,Wired,White / Black
Ducky DK9008S2-RUSALT,,Gaming,Cherry MX Red,Orange,false,Wired,Black
Ducky DK9008 Shine II,,Gaming,Cherry MX Red,Blue,false,Wired,White / Black
Ducky DK9008 Shine II,,Gaming,Cherry MX Red,Green,false,Wired,White / Black
Ducky DK9087G2PRO-CUSLLA,,Slim,Cherry MX Blue,,true,Wired,Black
Ducky DK9087G2 PRO,,Slim,Cherry MX Red,,true,Wired,Black
Cherry J82-16001LPNEU-0,,Standard,,,false,Wired,Black
Cherry Ultra-Slim Compact Covered,123.99,Standard,,,false,Wired,Black
Cherry XS G84-5400 Trackball Keyboard,,Slim,,,false,Wired,Black
Cherry KW 6000 Keyboard,,Slim,,,true,Bluetooth Wireless,Black / Silver
Cooler Master SGK-4000-GKCR2-US,,Standard,Cherry MX Red,,true,Wired,Black
Gigabyte GK-OSMIUM BRN,,Gaming,Cherry MX Brown,White,false,Wired,Black
Mad Catz V.7,,Gaming,,Red,false,Wired,Black / Silver
Mad Catz S.T.R.I.K.E.5,,Gaming,,Multicolor,false,Wired,Black
Mad Catz S.T.R.I.K.E. 7,,Gaming,,Multicolor,false,Wired,Black / Silver
Mad Catz Eclipse III,,Standard,,Multicolor,false,Wired,Black
Cobra 8TTL26R0P85403,,Gaming,,,false,Wired,Black
Gear Head Windows Media Pro II USB Keyboard,,Standard,,,false,Wired,Black
Gear Head KB5125W,,Standard,,,false,Wireless,Black
Logitech K360,,Mini,,,false,Wireless,White
Logitech MKTPLS+DELETE,,Mini,,,true,Wireless,Black
Genius Imperator,,Gaming,,,false,Wired,Black
HP B1T13AT#ABA,,Standard,,,false,Wired,Black
HP KF886AA#ABA,,Standard,,,false,Wired,Black
HP QY449AA#ABA,,Standard,,,false,Wireless,Black
HP QY449AT#ABA,,Ergonomic,,,false,Wireless,Black
Logisys KBMS801WG,,Standard,,,false,Wired,Green / White
Ducky DK9008G2PRO-AUSPHH,,Gaming,Cherry MX Black,,false,Wired,Gray / Black
Ducky DK9008G2PRO-BUSPHH,,Gaming,Cherry MX Brown,,false,Wired,Gray / Black
Ducky DK9008G2PRO-CUSPHH,,Gaming,Cherry MX Blue,,false,Wired,Gray / Black
Ducky DK9008G2PRO-RUSPHH,,Gaming,Cherry MX Red,,false,Wired,Gray / Black
A4Tech A-Shape Natural Keyboard,,Ergonomic,,,false,Wired,Black
A4Tech Natural_A,,Ergonomic,,,false,Wired,Black
A4Tech KL-5,,Mini,,,false,Wired,Gray / Black
A4Tech Xslim,,Slim,,,false,Wired,Black / Silver
Cooler Master CM Storm QuickFire TK,,Mini,Cherry MX Brown,White,false,Wired,Black
Cooler Master CM Storm QuickFire XT,,Slim,Cherry MX Blue,,false,Wired,Black
Ergoguys DataCal,,Standard,,,false,Wired,Black
Ergoguys KWD-100,,Slim,,,false,Wireless,Black
Ergoguys KWD-101,,Standard,,,false,Wireless,Pink / White
Ergoguys KWD-102,,Slim,,,false,Wireless,White
Panasonic iKey,,Slim,,,false,Wired,Black
Razer Blackwidow,,Gaming,Cherry MX Blue,,false,Wired,Black
Razer Marauder StarCraft II Heart of the Swarm,,Gaming,,Blue,false,Wired,Black
SMK-Link VersaPoint,,Standard,,,true,Wireless,Black
SMK-Link VP6630,,Slim,,,true,Bluetooth Wireless,Black
Saitek V5,,Gaming,,Red,false,Wired,Black
SolidTek 3920BU,,Mini,,,false,Wired,Black
SolidTek KB-2070MSU,,Slim,,,false,Wired,Blue / White
SolidTek KB-260 Keyboard,,Standard,,,false,Wired,Black
Genius 31310053101,,Gaming,,RGB,false,Wired,Black
Grandtec FLX2000KIT,,Slim,,,false,Wired,Black
HP KF885AA#ABA,,Standard,,,false,Wired,Black
HP Elite v2 Keyboard,,Standard,,,false,Wireless,Black
Lenovo N5902,,Mini,,,true,Wireless,Black
Logitech Solar Keyboard K750 for Mac,,Slim,,,false,Wireless,White / Blue
Microsoft Sculpt Mobile Keyboard,,Ergonomic,,,true,Bluetooth Wireless,Black
SolidTek KB-260-BU-SP,,Standard,,,false,Wired,Black
SolidTek KB-IN87KB,,Mini,,,false,Wired,Black
SteelSeries 64105,,Gaming,,,false,Wired,Black
Thermaltake MEKA G1 Keyboard,,Gaming,Cherry MX Black,,false,Wired,Black
i-rocks BT-6460-BK,,Slim,,,true,Bluetooth Wireless,Black
i-rocks IRK01BN-BK,,Slim,,,false,Bluetooth Wireless,Black
i-rocks IRK01WN-BK,,Slim,,,false,Wired,Black
i-rocks K10,,Gaming,,,false,Wired,Black
i-rocks KR-6401-WH,,Slim,,,false,Wired,White
i-rocks KR-6402-WH,,Mini,,,false,Wired,White
i-rocks KR-6421-BK,26.99,Slim,,,false,Wired,Black
i-rocks RF-6490-BK,,Mini,,,false,Wireless,Black
Ducky DK9008G2PRO-BUSPHS,,Gaming,Cherry MX Brown,,false,Wired,Black / Blue
Ducky DK9008G2PRO-CUSPHS,,Gaming,Cherry MX Blue,,false,Wired,Black / Blue
Ducky DK9008G2PRO-RUSPHS,,Gaming,Cherry MX Red,,false,Wired,Black / Blue
A4Tech KD-600L,,Standard,,Blue,false,Wired,Black
A4Tech Natural_A X-Slim,,Ergonomic,,,false,Wired,Black
Vortex POKER,,Mini,Cherry MX Black,,true,Wired,Black
Vortex POKER PBT,,Mini,Cherry MX Black,,true,Wired,Black
Vortex POKER PBT,,Mini,Cherry MX Brown,,true,Wired,Black
Vortex KBT RACE Pink Limited,,Mini,Cherry MX Blue,White,true,Wired,Pink
Vortex KBT PURE,,Mini,Cherry MX Black,Orange,true,Wired,Black
Vortex KBT PURE,,Mini,Cherry MX Black,,true,Wired,Black
Vortex KBT PURE LIMITED,,Mini,Cherry MX Brown,Orange,true,Wired,Black
Vortex KBT PURE,,Mini,Cherry MX Brown,Orange,true,Wired,Black
Vortex KBT PURE,,Mini,Cherry MX Brown,,true,Wired,Black
Vortex KBT PURE,,Mini,Cherry MX Blue,Orange,true,Wired,Black
Vortex KBT PURE,,Mini,Cherry MX Blue,,true,Wired,Black
Vortex KBT PURE LIMITED,,Mini,Cherry MX Red,Orange,true,Wired,Black
Vortex KBT PURE,,Mini,Cherry MX Red,Orange,true,Wired,Black
Vortex KBT PURE,,Mini,Cherry MX Red,Purple,true,Wired,Black
Vortex KBT PURE,,Mini,Cherry MX Red,,true,Wired,Black
Vortex KBT PURE,,Mini,Cherry MX Red,White,true,Wired,Black
Vortex KBT RACE,,Mini,Cherry MX Black,White,true,Wired,Black
Vortex KBT RACE,,Mini,Cherry MX Blue,Green,true,Wired,Black
Vortex KBT RACE,,Mini,Cherry MX Blue,White,true,Wired,Black
