name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Panasonic RP-HC200-K,,Circumaural,,false,false,Closed,Black
Panasonic RP-HC56-K,,Earbud,"10,20",false,false,Closed,Black / Silver
Panasonic RP-HC720-K,,Circumaural,"10,30",false,false,Closed,Black
Panasonic RP-HJC120-W,,Earbud,"20,20",false,false,Closed,White
Panasonic RP-HJE120-A,,Earbud,"20,20",false,false,Closed,Blue / White
Panasonic RP-HJE120-D,,Earbud,"20,20",false,false,Closed,Orange / White
Panasonic RP-HJE120-G,,Earbud,"20,20",false,false,Closed,Green / White
Panasonic RP-HJE120-K,,Earbud,"20,20",false,false,Closed,Black
Panasonic RP-HJE120-P,,Earbud,"20,20",false,false,Closed,Pink / White
Panasonic RP-HJE120-S,,Earbud,"20,20",false,false,Closed,Silver / White
Panasonic RP-HJE120-V,,Earbud,"20,20",false,false,Closed,White / Purple
Panasonic RP-HJE140-A,,Earbud,"6,25",false,false,Closed,Blue
Panasonic RP-HJE140-D,,Earbud,"6,25",false,false,Closed,Orange / White
Panasonic RP-HJE140-G,,Earbud,"6,25",false,false,Closed,Green
Panasonic RP-HJE140-K,,Earbud,"6,25",false,false,Closed,Black
Panasonic RP-HJE140-R,,Earbud,"6,25",false,false,Closed,Red
Panasonic RP-HJE280-D,,Earbud,"6,25",false,false,Closed,Orange
Panasonic RP-HJE280-G,,Earbud,"6,25",false,false,Closed,Green
Panasonic RP-HJE290-A,,In Ear,"6,24",false,false,Closed,Green / Black
Panasonic RP-HJE290-K,,In Ear,"6,24",false,false,Closed,Black
Panasonic RP-HJE290-P,,In Ear,"6,24",false,false,Closed,Pink
Panasonic RP-HJE290-R,,In Ear,"6,24",false,false,Closed,Red
Panasonic RP-HJE290-W,,In Ear,"6,24",false,false,Closed,White
Panasonic RP-HJE355-A,,In Ear,"6,24",false,false,Closed,Black / Silver
Panasonic RP-HJE355-K,,In Ear,"6,24",false,false,Closed,Black
Panasonic RP-HJE355-R,,In Ear,"6,24",false,false,Closed,Red
Panasonic RP-HJE355-W,,In Ear,"6,24",false,false,Closed,White
Panasonic RP-HJE450-K,,In Ear,"6,26",false,false,Closed,Black
Panasonic RP-HJE450-R,,Earbud,"6,26",false,false,Closed,Black / Red
Panasonic RP-HJE450-W,,In Ear,"6,26",false,false,Closed,White
Panasonic RP-HJE450-K,,In Ear,"6,26",false,false,Closed,Black
Panasonic RP-HJE450P-R,,In Ear,"6,26",false,false,Closed,Red / Black
Panasonic RP-HJE450P-W,,In Ear,"6,26",false,false,Closed,White
Panasonic RP-HS220-A,,Earbud,"10,22",false,false,Closed,Black / Blue
Panasonic RP-HS220-D,,Earbud,"10,22",false,false,Closed,Black / Orange
Panasonic RP-HS220-G,,Earbud,"10,22",false,false,Closed,Black / Green
Panasonic RP-HS220-K,,Earbud,"10,22",false,false,Closed,Black
Panasonic RP-HS220-P,,Earbud,"10,22",false,false,Closed,Black / Pink
Panasonic RP-HS220-R,,Earbud,"10,22",false,false,Closed,Black / Red
Panasonic RP-HS220-S,,Earbud,"10,22",false,false,Closed,Black / Silver
Panasonic RP-HS33-D,,Earbud,"14,24",false,false,Closed,Black / Orange
Panasonic RP-HS33G,39.99,Earbud,"14,24",false,false,Closed,Black / Green
Panasonic RP-HSC200-K,,Earbud,"10,22",false,false,Closed,Black / Silver
Panasonic RP-HSC200-W,,Earbud,"10,22",true,false,Closed,White / Silver
Panasonic RP-HT21,,Supra-aural,"16,22",false,false,Closed,Black / Silver
Panasonic RP-HV154-K,,Earbud,"10,25",false,false,Closed,Black
Panasonic RP-HV21-A,,Earbud,"10,25",false,false,Closed,Blue / White
Panasonic RP-HX35-V,,Supra-aural,"10,25",false,false,Closed,Black / Purple
Panasonic RP-HX35-W,,Supra-aural,"10,25",false,false,Closed,White
Panasonic RP-HX40-A,,Supra-aural,"10,25",false,false,Closed,Blue / White
Panasonic RP-HX40-G,,Supra-aural,"10,25",false,false,Closed,Green / White
Panasonic RP-HX40-PK,,Supra-aural,"10,25",false,false,Closed,Pink / Black
Panasonic RP-HX40-PW,,Supra-aural,"10,25",false,false,Closed,Pink / White
Panasonic RP-HX40-W,,Supra-aural,"10,25",false,false,Closed,White
Panasonic RP-HXD3W-K,,Supra-aural,"10,25",false,false,Closed,Black / Silver
Panasonic RP-HXD5C-W,,Supra-aural,"8,26",false,false,Closed,White
Panasonic RPDJS200W,,Supra-aural,,false,false,Closed,White
Panasonic RPHV108W,,Earbud,,false,false,Closed,White
Pioneer HDJ500R,,Circumaural,,false,false,Closed,Black / Red
Pioneer SE-CL07-L,,In Ear,"20,20",false,false,Closed,Black / Blue
Pioneer SE-CL07-P,,In Ear,"20,20",false,false,Closed,Black / Pink
Pioneer SE-CL331-H,,In Ear,"10,20",false,false,Closed,White
Pioneer SE-CL331-L,,In Ear,"10,20",false,false,Closed,Black
Pioneer SE-CL331-P,,In Ear,"10,20",false,false,Closed,Pink / White
Pioneer SE-CL331-Y,,In Ear,"10,20",false,false,Closed,Black / Yellow
Pioneer SE-CLX40-K,,In Ear,"10,24",false,false,Closed,Black / Silver
Pioneer SE-CS15V,,In Ear,,false,false,Open,Black
Pioneer SE-D10MT-W,,Supra-aural,"8,28",false,false,Closed,White
Pioneer SE-MJ591,,Supra-aural,"5,40",false,false,Closed,Black / Silver
Pioneer SE-MJ721I-K,,Supra-aural,"6,28",false,false,Closed,Black
Pioneer SE-MJ721I-R,,Supra-aural,"6,28",false,false,Closed,Black / Red
Pioneer SE-NC21M,,Supra-aural,"10,22",false,false,Closed,Black
Pyle Audio PIEHWD80LT,,In Ear,,false,false,Closed,Brown / Black
Pyle Audio PIEH10W,,In Ear,,false,false,Closed,White
Pyle Audio 068888904803,,In Ear,,false,false,Closed,Black / White
Pyle Audio PIEH40T,,In Ear,,false,false,Closed,Black / White
Pyle Audio PEBH25WT,,Earbud,,false,false,Closed,Black / White
Pyle Audio PHPDJ2,,Supra-aural,"20,22",false,false,Closed,Black / Silver
Pyle Audio PHPNC45,,Circumaural,"30,20",false,false,Closed,Black
Pyle Audio PIEH30W,,In Ear,"20,20",false,false,Closed,Translucent Black
Pyle Audio PIEH40B,,In Ear,"20,20",false,false,Closed,Black / Silver
Pyle Audio PIEH40W,,In Ear,"20,20",false,false,Closed,White
Pyle Audio PIEHIP20P,,In Ear,"20,20",false,false,Closed,Pink
Pyle Audio PIEHWD80DK,,In Ear,"20,20",false,false,Closed,Black / Red
Pyle Audio PIEHWD80LT,,In Ear,"20,20",false,false,Closed,Brown / Black
Pyle Audio PWPE10B,,In Ear,"20,20",false,false,Closed,Black
Pyle Audio PHPNC15,,Supra-aural,"20,20",false,false,Closed,Black
Sennheiser PC230,,Supra-aural,"18,22",true,false,Closed,Black
Sennheiser MOMENTUM - Green,,Supra-aural,"16,22",false,false,Closed,Green
Sennheiser Momentum Blue,,Supra-aural,"16,22",false,false,Closed,Blue
Sennheiser Momentum Ivory,,Supra-aural,"16,22",false,false,Closed,White
Sennheiser Momentum Blue,,Supra-aural,"16,22",false,false,Closed,Blue
Sennheiser PC121,,Supra-aural,"45,18",true,false,Closed,Black / Silver
Sennheiser PC21-II,,Supra-aural,,true,false,Closed,Black
Skullcandy S2SBDY-101,,In Ear,,false,false,Closed,Black / Blue
Skullcandy S2SBDY-134,,In Ear,,false,false,Closed,Black / Pink
Skullcandy S2SBDY-209,,In Ear,"18,20",false,false,Closed,White / Purple
Skullcandy S2SBDY-210,,In Ear,"18,20",true,false,Closed,White / Purple
Skullcandy S2SBDZ-036,,In Ear,"20,20",false,false,Closed,Black / Green
Skullcandy S2SBDZ-134,,In Ear,,false,false,Closed,Black / Pink
Skullcandy S2SBFY-033,,In Ear,"18,20",true,false,Closed,Black
Skullcandy S2SBFY-058,,In Ear,"18,20",true,false,Closed,Multicolor
Skullcandy S2SBFY-129,,In Ear,"18,20",true,false,Closed,Black / Green
Skullcandy S2SBFY-130,,In Ear,"18,20",true,false,Closed,Blue / White
Skullcandy S2TTDY-016,,In Ear,"20,20",false,false,Closed,Black / Silver
Skullcandy S2TTDY-033,,In Ear,"20,20",true,false,Closed,Black
Skullcandy S2TTDY-206,,In Ear,"20,20",true,false,Closed,Black / Red
Skullcandy S3FXDM-033,,Earbud,,true,false,Closed,Black
Skullcandy S3FXDM-159,,Earbud,,true,false,Closed,Black / Blue
Skullcandy S3FXDM-160,,Earbud,,true,false,Closed,Black / Red
Skullcandy S4CHDM-082,,Earbud,,false,false,Closed,Purple
Skullcandy S5AVDM-161,,Supra-aural,,true,false,Closed,Black / Silver
Skullcandy S5AVFM-289,,Supra-aural,,true,false,Closed,Black / Blue
Skullcandy S5URDZ-074,,Supra-aural,"20,20",false,false,Closed,Black / White
Skullcandy S5URDZ-083,,Supra-aural,,false,false,Closed,Black / Yellow
Skullcandy S5URFZ-033,,Supra-aural,"20,20",false,false,Closed,Black
Skullcandy S5URFZ-101,,Supra-aural,"20,20",false,false,Closed,Black / Blue
Skullcandy S6AVFM-156,,Circumaural,,true,false,Closed,Black / Silver
Skullcandy S6AVFM-157,,Circumaural,,true,false,Closed,Brown
Skullcandy S6AVFM-158,,Circumaural,,true,false,Closed,Black / White
Skullcandy S6AVFM-289,,Circumaural,,true,false,Closed,Black / Blue
Skullcandy S6HSDZ-058,,Circumaural,"20,20",true,false,Closed,Multicolor
Skullcandy S6HSDZ-072,,Circumaural,"20,20",true,false,Closed,Black / White
Skullcandy S6HSDZ-161,,Circumaural,"20,20",true,false,Closed,Black
Skullcandy Hesh 2,,Circumaural,,false,false,Closed,Gray
Skullcandy Uprock Non Micd,,Supra-aural,,false,false,Closed,Black / Red
Skullcandy Uprock Non Micd,,Supra-aural,,false,false,Closed,Black / Red
Skullcandy PLYR 2,,Circumaural,,true,false,Closed,Black / White
Skullcandy PLYR 2,,Circumaural,,true,false,Closed,Black / Yellow
Skullcandy SLYR,,Circumaural,,true,false,Closed,Black / Blue
Skullcandy SLYR,,Circumaural,,true,false,Closed,Black / White
Koss HB79,,Supra-aural,"30,15",false,true,Closed,Black
Koss KDE250,,Earbud,"40,20",false,false,Closed,Black / Silver
Koss KEB30K,,In Ear,"15,20",false,false,Closed,Black / Silver
Koss PLUG,24.99,In Ear,,false,false,Closed,Black / Silver
Koss PRODJ100,,Circumaural,,false,false,Closed,Black / Silver
Koss QZ5,,Circumaural,"40,20",false,false,Closed,Black / Silver
Koss UR/29,39.94,Circumaural,"18,20",false,false,Closed,Black / Silver
Philips SHE3595BK/28,,In Ear,,true,false,Closed,Black / Silver
Philips SHE3595BL/28,,In Ear,,true,false,Closed,Blue / White
Philips SHE3595PK/28,,In Ear,,true,false,Closed,Pink / White
Philips SHE3595WT28,,In Ear,,true,false,Closed,White
Philips SHQ3200/28,,In Ear,"15,22",false,false,Closed,Orange
Philips SHQ3205/28,,In Ear,,false,false,Closed,Orange
Pyle Audio PHPMC2,,Circumaural,"20,22",true,false,Closed,Black / White
Rude Gamewear RUDE-100,,Supra-aural,"20,20",true,false,Closed,Black
Samsung 395859009169,,In Ear,,false,false,Closed,Black
Samsung EHS60ANNBE,,Earbud,,false,false,Closed,Black / Silver
Syba CL-AUD23030,,Supra-aural,,true,false,Closed,Black / Red
Syba CL-AUD23039,,Supra-aural,,true,false,Closed,Brown
Syba CL-AUD63074,,Supra-aural,"20,20",true,false,Closed,Black / Silver
Syba CM-5023,15.99,Supra-aural,"20,20",true,false,Closed,Black / Silver
Syba U.F.O. 5.1,,Circumaural,"20,20",true,false,Closed,Black / Yellow
Syba U.F.O. 5.1,,Circumaural,"20,22",true,false,Closed,Black / Green
Syba OG-AUD63075,,Circumaural,"20,20",true,false,Closed,Black / Blue
Syba OG-AUD63076,,Circumaural,"20,20",true,false,Closed,Black / Blue
Syba OG-AUD63077,,Circumaural,"20,20",true,false,Closed,Black / Green
Syba OG-AUD63078,,Circumaural,"20,20",true,false,Closed,Black / Green
Zalman ZM-RS6F,,Circumaural,"50,20",false,false,Closed,Black / Silver
Memorex 61991,,In Ear,,false,false,Closed,Brown
Memorex EB50-GRN,,In Ear,,false,false,Closed,Green / White
Memorex 98161,,In Ear,"20,20",false,false,Closed,Pink / White
Memorex 98162,,In Ear,"20,20",false,false,Closed,Blue / White
Memorex EB300A,,In Ear,"20,20",false,false,Closed,Black / Silver
Memorex CB25,,In Ear,"20,20",false,false,Closed,Pink / White
Memorex 98843,,In Ear,,false,false,Closed,Silver / Black
Philips 609585114050,,Earbud,,false,false,Closed,White
Philips SHE2640,,Earbud,,false,false,Closed,Black / Silver
Philips SHE2640/27,,Earbud,"12,22",false,false,Closed,Black / Silver
Philips SHE2641/27,,Earbud,"12,22",false,false,Closed,Black / Silver
Philips SHE9550/28,,In Ear,"6,23.5",false,false,Closed,Black / Yellow
Philips SHQ-5200,,Supra-aural,"18,21",false,false,Closed,Black / Orange
Philips SHQ1000/28,,Earbud,"30,20",false,false,Closed,Red / White
Philips SHQ3200BK/28,,In Ear,,false,false,Closed,Black
Philips SHS3212,,Earbud,,false,false,Closed,Red / White
Philips SHS4700/28,,Supra-aural,"12,24",false,false,Closed,Black / Silver
Philips SHS4843/28,,Earbud,"12,23.5",false,false,Closed,Blue / White
Philips SHS5200/28,,Supra-aural,"12,24",false,false,Closed,Black / Silver
Philips SJM2604,,Earbud,,false,false,Closed,White
RCA HP57N,,Earbud,"20,20",false,false,Closed,Black / Silver
RCA HP59MIC,,In Ear,,true,false,Closed,Black
RCA HP59MICWH,,In Ear,,false,false,Closed,White
RCA HP59WH,,In Ear,,false,false,Closed,White
RCA HP60A,,In Ear,,false,false,Closed,White
RCA RCAHP59MICWH,,In Ear,,false,false,Closed,White
RCA RCAHP60A,,In Ear,,false,false,Closed,White
Gigabyte GP-H11,,In Ear,"150,20",false,false,Closed,White
Hercules DJ-Adv G501,,Supra-aural,"10,25",false,false,Closed,Black / Green
I/O Magic NE9782,,Supra-aural,,false,false,Closed,Black
Kensington 951010,,Supra-aural,,false,false,Closed,Black
Kensington K33084,,Supra-aural,,false,false,Closed,Black / Blue
Motorola Sf200,,In Ear,,false,false,Closed,Black / Red
Panasonic RP-HX40-K,,Supra-aural,"10,25",false,false,Closed,Black / Silver
Pyle Audio PHPDJ1,,Circumaural,"20,22",false,false,Closed,Black / Silver
Syba CL-AUD63028,,In Ear,,true,false,Closed,Black / Red
Syba CL-AUD63030,,In Ear,,true,false,Closed,Black / Blue
Syba CL-AUD63036,,Supra-aural,"20,20",false,false,Closed,Black / Silver
Syba CL-AUD63037,,Supra-aural,"20,20",false,false,Closed,Black / Silver
Syba OG-AUD23033,,Circumaural,"20,20",false,false,Semi-open,Black / White
Syba OG-AUD23036,,Circumaural,"20,20",true,false,Closed,Black
Syba OG-AUD23042,,Circumaural,"20,20",true,false,Closed,Black
Syba OG-AUD23047,,Circumaural,"20,20",true,false,Closed,Black / Red
Syba OG-AUD63038-2,,Circumaural,"20,20",true,false,Closed,Black
Syba COBRA,,Circumaural,"20,20",true,false,Closed,Black / White
Syba SHELL,89,Circumaural,"20,20",true,false,Closed,Orange / White
Syba Oblanc U.F.O.,,Circumaural,"20,20",true,false,Closed,Black / Silver
Syba OG-AUD63059,,Circumaural,,true,false,Closed,Black / White
Syba OG-AUD63065,,Circumaural,,true,false,Closed,Black
Syba OG-AUD63067,,Circumaural,,true,false,Closed,Black / Silver
Syba OG-AUD63070,,Circumaural,"20,20",true,false,Closed,Black / Yellow
Syba OG-AUD63072,,Circumaural,"20,20",true,false,Closed,Black / Red
Audio-Technica ATH-T200,,Circumaural,"20,22",false,false,Closed,Black / Silver
Audio-Technica ATH-T400,,Circumaural,"15,23",false,false,Closed,Black
Audio-Technica ATH-A900X,,Circumaural,"5,40",false,false,Closed,Black
Audio-Technica ATH-CKM55BK,,In Ear,"5,24",false,false,Closed,Black
Audio-Technica ATH-ES33BK,,Supra-aural,"10,25",false,false,Closed,Black
Audio-Technica ATH-RE70BK,,Supra-aural,"10,24",false,false,Semi-open,Black / Silver
Audio-Technica ATH-RE70WH,,Supra-aural,"10,24",false,false,Semi-open,Black / Silver
Audio-Technica ATH-SJ11BK,,Supra-aural,"15,22",false,false,Closed,Black / Silver
Audio-Technica ATH-PRO700MK2,,Circumaural,"5,35",false,false,Closed,Black
Asus HS-W1,,Supra-aural,,true,true,Closed,Black
Imation 61825,,In Ear,"20,20",false,false,Closed,Red / White
Imation MCB300,,In Ear,"20,20",false,false,Closed,Blue / White
Imation 61865,,In Ear,,false,false,Closed,Black
Panasonic RPHJE120R,,In Ear,"20,20",false,false,Closed,Red / White
SIIG CE-EP0012-S1,,In Ear,"10,20",false,false,Closed,Black / Silver
SIIG CE-EP0112-S1,,In Ear,"10,20",false,false,Closed,Black / White
SIIG CE-EP0212-S1,,In Ear,"10,20",false,false,Closed,Black / Silver
V7 HA100-2NP,,In Ear,"20,20",false,false,Closed,Black / Silver
Corsair Vengeance 1400,,Circumaural,"20,20",true,false,Closed,Black / Blue
Beyerdynamic DT 660,,Circumaural,"5,35",false,false,Closed,Black / Silver
Beyerdynamic DT 860,,Circumaural,"5,35",false,false,Open,Black / Silver
Beyerdynamic MMX 2,,Supra-aural,"18,22",true,false,Closed,Black
Beyerdynamic DT235,,Supra-aural,"18,22",false,false,Closed,Black / White
Beyerdynamic DT 1350,,Supra-aural,"5,30",false,false,Closed,Black / Silver
Beyerdynamic DTX 910,,Circumaural,"15,23",false,false,Open,Silver
Beyerdynamic DTX 41 iE,,In Ear,"15,20",false,false,Closed,Black / Purple
Beyerdynamic DTX 101 iE,,In Ear,"10,23",false,false,Closed,Black / Silver
Beyerdynamic DTX 71 iE,,In Ear,"20,22",false,false,Closed,Gray
Beyerdynamic DTX 71 iE,,In Ear,"20,22",false,false,Closed,Black / Red
Beyerdynamic T 70,,Circumaural,"5,40",false,false,Closed,Black / Silver
Beyerdynamic DTX 501 p,,Supra-aural,"20,20",false,false,Closed,Black / Silver
Beyerdynamic DTX 501 p,,Supra-aural,"20,20",false,false,Closed,White
Beyerdynamic DT440,,Circumaural,"10,35",false,false,Open,Black / Silver
Beyerdynamic T 90,,Circumaural,"5,40",false,false,Open,Black / Silver
AKG K514 MKII,,Supra-aural,"16,22",false,false,Closed,Gray / White
Etymotic Research hf3,,In Ear,"20,15",true,false,Closed,Blue / White
Etymotic Research mc5,,In Ear,"20,15",false,false,Closed,Black / Silver
Etymotic Research mc3,,In Ear,"20,15",true,false,Closed,Black / Silver
Etymotic Research mc3,,In Ear,"20,15",true,false,Closed,Black / Blue
Etymotic Research Ety Kids 3,,In Ear,,true,false,Closed,Black / Silver
Etymotic Research ER4P,,In Ear,"20,16",false,false,Closed,Black / White
Audio-Technica ATH-M30,,Circumaural,"20,20",false,false,Closed,Black
Koss 159617,,Supra-aural,"30,16",true,false,Closed,Black / Silver
Koss 164260,,In Ear,"10,20",false,false,Closed,Black
Koss HQ2,,Circumaural,"20,20",true,false,Closed,Black
Koss Cs100,,Supra-aural,,false,false,Closed,Black / Silver
Koss Ktxpro1,,Supra-aural,,false,false,Closed,Blue / Silver
Koss Mix Jockey Dj,,Circumaural,,false,false,Closed,Black / Silver
Koss Pathfinder,,In Ear,,false,false,Closed,Black / White
Koss KC25,,Circumaural,"20,18",false,false,Closed,Black
Koss KE8Z,,In Ear,"60,20",false,false,Closed,Black
Koss TD85 07,,Circumaural,"20,17",true,false,Closed,Black / Silver
Logitech Ultimate Ears 4000,92.45,Supra-aural,"20,20",false,false,Closed,Black / White
Logitech Ultimate Ears 350,,In Ear,"20,20",false,false,Closed,Black / Silver
Logitech Ultimate Ears 200,,In Ear,"20,15",false,false,Closed,Black / Silver
Logitech Ultimate Ears 200vi,,In Ear,"20,15",false,false,Closed,Black
Logitech Ultimate Ears 200,,In Ear,"20,20",false,false,Closed,Blue
ARCTIC P311,,Supra-aural,"18,22",false,true,Closed,Black
Creative Labs MA200,,In Ear,"8,22",false,false,Closed,Black / Purple
Creative Labs MA200,,In Ear,"8,22",false,false,Closed,Red / White
Creative Labs MA2600,,Circumaural,"10,20",true,false,Closed,Black
Gear Head AU2200BN,,Supra-aural,"50,20",true,false,Closed,Black / Silver
HP HyperX Edition Steelseries Siberia v2,,Circumaural,"18,28",true,false,Closed,Black / Blue
Perixx AX-2000B,,Circumaural,,true,false,Closed,Black / Red
Plantronics Audio 626,,Supra-aural,,true,false,Closed,Black / Blue
Plantronics SupraPlus H261,,Supra-aural,,true,false,Closed,Black / Silver
Plantronics Gamecom 307,,Supra-aural,,true,false,Closed,Black
Plantronics Blackwire C520,,Supra-aural,,true,false,Closed,Black / Silver
Plantronics Blackwire C510,,Supra-aural,,true,false,Closed,Black / Silver
Plantronics Blackwire C720,,Supra-aural,,true,false,Closed,Black / Silver
ROCCAT ROC-14-200,,Earbud,"18,22",true,false,Closed,Black / Silver
Razer Battlefield 4 BlackShark,,Circumaural,"20,20",true,false,Closed,Multicolor
Turtle Beach Z300,,Circumaural,,true,false,Closed,Black / Red
SteelSeries Siberia v2,,Circumaural,"10,28",true,false,Closed,Black / White
SteelSeries Siberia v2 CS:GO,,Circumaural,"18,28",true,false,Closed,Camo
SteelSeries Flux In-Ear Mobile,,In Ear,"20,20",true,false,Closed,Black / White
Syba CL-AUD23028,,Supra-aural,,true,true,Closed,Black / White
Syba CL-AUD23031,,Supra-aural,,true,true,Closed,White / Pink
Syba CL-AUD23040,,Supra-aural,,true,true,Closed,Black / White
Syba COBRA,,Circumaural,"20,20",true,false,Closed,Black / Blue
Syba OG-AUD63044-2,,Circumaural,,true,false,Closed,Black / Silver
Syba U.F.O.,,Circumaural,"20,20",true,false,Closed,Black / Yellow
Syba SHELL,,Circumaural,"20,20",true,false,Closed,Black / Red
Syba SHELL,,Circumaural,"20,20",true,false,Closed,Black
Syba GamesterGear PC200,,Circumaural,"20,20",true,false,Closed,Black / Red
Panasonic RP-HTF295-K,,Circumaural,"10,27",false,false,Semi-open,Black
Panasonic RP-HC55-S,,In Ear,"10,20",false,false,Closed,Black / Silver
Panasonic RP-HJE180-W,,In Ear,"6,25",false,false,Closed,White
Panasonic RP-HJE280-A,,In Ear,"6,24",false,false,Closed,Black / Blue
Panasonic RP-HJE280-K,,In Ear,"6,24",false,false,Closed,Black
Panasonic RP-HJE280-P,,In Ear,"6,24",false,false,Closed,White / Pink
Panasonic RP-HJE280-R,,In Ear,"6,24",false,false,Closed,Black / Red
Panasonic RP-HJE280-S,,In Ear,"6,24",false,false,Closed,Black / Silver
Panasonic RP-HV094-B,,Earbud,,false,false,Closed,Black
Panasonic RP-HV21K,,Earbud,"10,25",false,false,Closed,Black
